angular_mag,Environment
0.00029250395179320225,Corridor
0.00035517016134295406,Corridor
0.0003648040148061559,Corridor
0.00048554888851838596,Corridor
0.000569190010819981,Corridor
0.0005732498169501101,Corridor
0.000645739816011234,Corridor
0.0006614324687312228,Corridor
0.0006425261111637909,Corridor
0.0006113371397567466,Corridor
0.0008361855368295305,Corridor
0.000744317122696471,Corridor
0.0007625143926046577,Corridor
0.0008165227932821961,Corridor
0.0008572775029627221,Corridor
0.0009271199953303563,Corridor
0.0009440390465623814,Corridor
0.0009012187226749176,Corridor
0.0008987574436972692,Corridor
0.0009515649855066968,Corridor
0.001020989480665692,Corridor
0.0010525425488103796,Corridor
0.0010090070305027613,Corridor
0.0010944553070660308,Corridor
0.0010178234386560177,Corridor
0.0009956053290842712,Corridor
0.0009607606950644317,Corridor
0.001037378832938575,Corridor
0.0011575543024464814,Corridor
0.0011916753032240996,Corridor
0.0011865744644382838,Corridor
0.0011052690539056133,Corridor
0.001138167007989693,Corridor
0.0011901716533397567,Corridor
0.0012005303280059234,Corridor
0.0011472619045628115,Corridor
0.0011836340907380159,Corridor
0.0012734694628297924,Corridor
0.001233190396161132,Corridor
0.001259752907390005,Corridor
0.0013089434666936537,Corridor
0.0013578340682498728,Corridor
0.001327841606124984,Corridor
0.0012476873083659583,Corridor
0.0011933376500374905,Corridor
0.0013227211767432318,Corridor
0.0012470874882287166,Corridor
0.0011832612261880298,Corridor
0.0012462038260338314,Corridor
0.001330895226101499,Corridor
0.0012767021131665133,Corridor
0.0014518531106498653,Corridor
0.0036267020047791353,Corridor
0.00493862656236691,Corridor
0.01594780847213563,Corridor
0.03130564050928203,Corridor
0.012306221185737723,Corridor
0.012937140361440004,Corridor
0.03367482387292471,Corridor
0.028715272819921107,Corridor
0.03512296450993423,Corridor
0.04920839187218375,Corridor
0.04046815177641425,Corridor
0.03681872366690079,Corridor
0.03552020023914077,Corridor
0.030611806592509058,Corridor
0.03161091123802033,Corridor
0.026136412377942175,Corridor
0.02716377093468063,Corridor
0.02391501518870837,Corridor
0.016157439547555177,Corridor
0.018073305057451444,Corridor
0.017272293666575986,Corridor
0.016168426513019134,Corridor
0.022995398776479176,Corridor
