jmag,Environment
4.09693018639676,Corridor
3.937118346381779,Corridor
1.8545844436951362,Corridor
1.3425747671545145,Corridor
1.5899199959255812,Corridor
2.6069653709699248,Corridor
2.4453050796165363,Corridor
1.401520376940927,Corridor
0.9705144940841229,Corridor
1.657324405517822,Corridor
1.8944351517441815,Corridor
2.074510729522123,Corridor
0.8590324161502234,Corridor
0.7369519951213171,Corridor
1.3645155286678161,Corridor
1.596072395503725,Corridor
0.8083780714146072,Corridor
0.684832899192204,Corridor
1.1481970487534239,Corridor
1.0348645251856958,Corridor
0.9361841991519814,Corridor
0.7036208567693489,Corridor
1.4218106284959322,Corridor
0.6413429975987883,Corridor
0.3437987461640893,Corridor
0.29534896027379204,Corridor
0.22253503218226114,Corridor
0.1463320629084415,Corridor
1.118919991236639,Corridor
2.117112765164976,Corridor
2.0741515562648742,Corridor
1.0256301541106323,Corridor
0.5074873152464007,Corridor
0.9934278867441759,Corridor
2.3277467245823793,Corridor
5.576066700623297,Corridor
5.8097582776997685,Corridor
2.464404496856187,Corridor
0.6656613837710577,Corridor
0.1983948959121683,Corridor
0.5112735519513989,Corridor
1.1826147564390064,Corridor
0.9546296888297635,Corridor
0.4775831298879913,Corridor
0.6509800249338606,Corridor
0.742266992312066,Corridor
0.5202494504802475,Corridor
1.7461247847164305,Corridor
1.7349950313787645,Corridor
0.37836206060994004,Corridor
1.4161362424371464,Corridor
1.9295399420525086,Corridor
4.345969458405798,Corridor
15.39700310382475,Corridor
5.558645976568843,Corridor
20.452549748529865,Corridor
22.460570070822083,Corridor
4.2209822112016955,Corridor
28.269530637230275,Corridor
38.50945895214966,Corridor
33.47392493023338,Corridor
17.837434128887455,Corridor
12.84642969700149,Corridor
6.691668479721695,Corridor
6.89125594056701,Corridor
10.804552866268962,Corridor
13.638841621633452,Corridor
4.58891070407782,Corridor
11.293882888094767,Corridor
2.6992094713082757,Corridor
14.663535199944178,Corridor
16.53627508358526,Corridor
19.036685998355892,Corridor
16.995066524435806,Corridor
15.076686027771522,Corridor
18.407058762605182,Corridor
10.407613260013068,Corridor
6.709857397024131,Corridor
12.982777787087947,Corridor
22.919753950557695,Corridor
9.075333684559517,Corridor
4.371540437065707,Corridor
18.864308873438862,Corridor
13.364936846558601,Corridor
8.092784307739777,Corridor
14.4911817970654,Corridor
18.41865012613316,Corridor
12.163216758691084,Corridor
13.077028570375074,Corridor
21.901811372806502,Corridor
21.71610078814718,Corridor
21.226595536518804,Corridor
27.670707042279947,Corridor
13.875739914324209,Corridor
23.06273633830123,Corridor
20.991969616984193,Corridor
16.670019344226954,Corridor
27.054211883727202,Corridor
21.972727906430165,Corridor
9.290628980300527,Corridor
14.319506201056283,Corridor
13.930418001896461,Corridor
11.865180284698747,Corridor
17.52358177817965,Corridor
10.123200680750728,Corridor
12.070105985451121,Corridor
11.419566957201999,Corridor
43.225573375965055,Corridor
25.333940677006566,Corridor
18.911435928231388,Corridor
28.709893249888538,Corridor
27.840245247390776,Corridor
13.773114369396708,Corridor
10.351787296906931,Corridor
16.88327958179033,Corridor
13.039296153182141,Corridor
19.537828409576708,Corridor
9.442460782423296,Corridor
7.126519447985404,Corridor
14.832573973821932,Corridor
21.615359609768614,Corridor
8.621855981747833,Corridor
15.785331029094838,Corridor
21.628487618900063,Corridor
19.74686984290218,Corridor
15.164207577384142,Corridor
13.669626858828574,Corridor
17.258306034432128,Corridor
8.979717884326172,Corridor
27.05338620048078,Corridor
19.880265110226357,Corridor
27.664481858512467,Corridor
14.546352505010598,Corridor
10.834043889979888,Corridor
7.663870168525194,Corridor
22.360553637368888,Corridor
13.827545442431852,Corridor
9.7854100075781,Corridor
18.61458810751515,Corridor
11.644937185579753,Corridor
6.684476833859762,Corridor
8.12409877653517,Corridor
19.02031451707458,Corridor
16.57691254848209,Corridor
25.47569175685021,Corridor
11.043117576572444,Corridor
20.141461857571475,Corridor
14.165197785008312,Corridor
24.186104779570492,Corridor
8.428045057995847,Corridor
11.349337767465153,Corridor
17.00578896757277,Corridor
20.36742024017761,Corridor
23.39885847835353,Corridor
15.254700423148012,Corridor
21.426184097968104,Corridor
37.84429624778444,Corridor
31.38813891966287,Corridor
18.681374975091543,Corridor
13.857864947025632,Corridor
25.336865556931908,Corridor
20.370696588237553,Corridor
16.183344425982394,Corridor
11.417943963779098,Corridor
27.479862591359442,Corridor
30.971363874554054,Corridor
21.054658130685883,Corridor
8.19699542515497,Corridor
8.542704176079251,Corridor
12.251002285528228,Corridor
8.786270200716466,Corridor
14.259320456809688,Corridor
14.137259122262941,Corridor
22.77644938615279,Corridor
10.84147197385993,Corridor
31.526549475640465,Corridor
39.823427916366256,Corridor
20.699676242880315,Corridor
8.870982603972132,Corridor
20.221111826257914,Corridor
19.68196998372034,Corridor
7.121022244733941,Corridor
10.894749021891407,Corridor
25.935625753198444,Corridor
32.655152056145795,Corridor
6.8851026782460005,Corridor
17.384250622043083,Corridor
19.077739078831492,Corridor
26.3819621264225,Corridor
22.787938761766828,Corridor
6.17751239901692,Corridor
18.23707238018186,Corridor
10.311733871663016,Corridor
17.16425600601394,Corridor
17.164950815250517,Corridor
34.06919198102721,Corridor
34.49110613998921,Corridor
25.71814788840611,Corridor
11.065838083492991,Corridor
21.159226446401103,Corridor
21.38105713219069,Corridor
9.822497556122576,Corridor
29.401984025574766,Corridor
27.284963807929483,Corridor
20.8228165791744,Corridor
17.396451688778733,Corridor
16.331762569912534,Corridor
6.277412830139276,Corridor
31.10988342054617,Corridor
31.871863144317285,Corridor
16.64022482299867,Corridor
