T_FR_HIP,T_FR_THIGH,T_FR_CALF,T_FL_HIP,T_FL_THIGH,T_FL_CALF,T_RR_HIP,T_RR_THIGH,T_RR_CALF,T_RL_HIP,T_RL_THIGH,T_RL_CALF,Environment
0.0008038806567018845,0.008246192700904235,0.002017982440259679,0.0008038806567018845,0.008246192700904235,0.002017982440259679,0.0008038806567018845,0.008246192700904235,0.002017982440259679,0.0008038806567018845,0.008246192700904235,0.002017982440259679,Corridor
0.0006445141368391428,0.005189773721178924,0.0012631102422439862,0.0006445141368391428,0.005189773721178924,0.0012631102422439862,0.0006445141368391428,0.005189773721178924,0.0012631102422439862,0.0006445141368391428,0.005189773721178924,0.0012631102422439862,Corridor
0.000883139758434603,0.011115785631327087,0.002729521053214121,0.000883139758434603,0.011115785631327087,0.002729521053214121,0.000883139758434603,0.011115785631327087,0.002729521053214121,0.000883139758434603,0.011115785631327087,0.002729521053214121,Corridor
0.0005456793392700664,0.0058470369823276774,0.001429050634884565,0.0005456793392700664,0.0058470369823276774,0.001429050634884565,0.0005456793392700664,0.0058470369823276774,0.001429050634884565,0.0005456793392700664,0.0058470369823276774,0.001429050634884565,Corridor
0.00046292655355879543,0.003951619323375205,0.000969917235100161,0.00046292655355879543,0.003951619323375205,0.000969917235100161,0.00046292655355879543,0.003951619323375205,0.000969917235100161,0.00046292655355879543,0.003951619323375205,0.000969917235100161,Corridor
0.001292386119271353,0.011284873436039783,0.002769921872061517,0.001292386119271353,0.011284873436039783,0.002769921872061517,0.001292386119271353,0.011284873436039783,0.002769921872061517,0.001292386119271353,0.011284873436039783,0.002769921872061517,Corridor
0.0006169383963236032,0.0043806886678824175,0.0010729214737716139,0.0006169383963236032,0.0043806886678824175,0.0010729214737716139,0.0006169383963236032,0.0043806886678824175,0.0010729214737716139,0.0006169383963236032,0.0043806886678824175,0.0010729214737716139,Corridor
0.00033817363479602704,0.002496618397776114,0.0006125146705213322,0.00033817363479602704,0.002496618397776114,0.0006125146705213322,0.00033817363479602704,0.002496618397776114,0.0006125146705213322,0.00033817363479602704,0.002496618397776114,0.0006125146705213322,Corridor
0.001161486994785411,0.008378673848802785,0.002054450063836724,0.001161486994785411,0.008378673848802785,0.002054450063836724,0.001161486994785411,0.008378673848802785,0.002054450063836724,0.001161486994785411,0.008378673848802785,0.002054450063836724,Corridor
0.0006526285150278525,0.004727037046737175,0.001159549250627431,0.0006526285150278525,0.004727037046737175,0.001159549250627431,0.0006526285150278525,0.004727037046737175,0.001159549250627431,0.0006526285150278525,0.004727037046737175,0.001159549250627431,Corridor
0.0003668996229910717,0.0029120435937849314,0.0007135768489305832,0.0003668996229910717,0.0029120435937849314,0.0007135768489305832,0.0003668996229910717,0.0029120435937849314,0.0007135768489305832,0.0003668996229910717,0.0029120435937849314,0.0007135768489305832,Corridor
