jmag,angular_v_mag,Environment
20.85357145,0.129760064,Corridor
7.057474135,0.178297628,Corridor
14.83643433,0.162387185,Corridor
21.52556715,0.101469617,Corridor
19.80696648,0.155852945,Corridor
39.79771527,0.18231614,Corridor
13.84455787,0.232877348,Corridor
22.30142461,0.30572847,Corridor
43.20527624,0.168333201,Corridor
46.95651705,0.174861371,Corridor
20.95801103,0.139246154,Corridor
21.66612116,0.060629479,Corridor
18.73527094,0.086045859,Corridor
11.01080648,0.222759552,Corridor
13.93828294,0.142871928,Corridor
22.83786025,0.106672577,Corridor
12.68669154,0.131600255,Corridor
13.41973334,0.132821398,Corridor
36.06787413,0.189279484,Corridor
17.03476525,0.103028812,Corridor
