jmag,angular_v_mag,Environment
38.28616174,0.195202394,Corridor
10.64868536,0.197698749,Corridor
32.23862322,0.115771332,Corridor
15.52364236,0.114570639,Corridor
49.21202865,0.150283922,Corridor
17.47058665,0.361952188,Corridor
14.5025856,0.276596432,Corridor
19.3060138,0.169050996,Corridor
15.76116132,0.137722276,Corridor
18.10083167,0.268032266,Corridor
12.13535331,0.1441269,Corridor
36.15351168,0.07432977,Corridor
27.02960916,0.124713678,Corridor
11.96781201,0.175621495,Corridor
33.23463775,0.327041615,Corridor
18.77728004,0.165065598,Corridor
15.11633006,0.101493853,Corridor
15.16270934,0.155451529,Corridor
10.27275406,0.220794026,Corridor
31.75206422,0.190962645,Corridor
19.8155955,0.208315378,Corridor
20.05175584,0.236539992,Corridor
25.10172913,0.35655598,Corridor
39.26228624,0.210408053,Corridor
15.3705264,0.320311379,Corridor
8.249095262,0.205245587,Corridor
25.27474608,0.106230142,Corridor
16.64382488,0.145481574,Corridor
28.00847295,0.137586537,Corridor
24.61479621,0.376530845,Corridor
38.51676638,0.287872816,Corridor
20.29102548,0.199401514,Corridor
19.83620992,0.235825732,Corridor
8.596836555,0.6484833,Corridor
59.08602111,2.159583691,Corridor
44.5654928,1.753464,Corridor
24.07049303,0.643225044,Corridor
25.6661945,0.253611907,Corridor
17.21478248,0.184766774,Corridor
12.03603639,0.105121847,Corridor
31.7188619,0.22587268,Corridor
9.070604558,0.065031512,Corridor
16.05166814,0.129635486,Corridor
10.99433961,0.251805743,Corridor
28.7336757,0.541259804,Corridor
35.42922385,1.67525275,Corridor
51.24289122,1.327375207,Corridor
7.989041192,0.91129363,Corridor
9.267825473,0.386783962,Corridor
14.57652789,0.165145113,Corridor
17.3540152,0.213094332,Corridor
20.91069314,0.232415966,Corridor
29.90143702,1.118981928,Corridor
63.55712058,1.392523066,Corridor
42.64116962,0.342541195,Corridor
18.28299739,0.073973579,Corridor
20.43926964,0.158817736,Corridor
24.45356228,0.219889364,Corridor
6.894469831,0.088819223,Corridor
14.94279803,0.128724146,Corridor
13.83572574,0.061305075,Corridor
22.00641454,0.250583842,Corridor
12.80090954,0.466625793,Corridor
60.63984988,0.84503284,Corridor
81.2943719,1.038784176,Corridor
38.30473783,0.211251411,Corridor
52.68549888,0.312615178,Corridor
48.27506797,0.100826714,Corridor
39.09727765,0.12848773,Corridor
29.2076792,0.056553131,Corridor
28.65318689,0.277076337,Corridor
45.60199566,0.598364057,Corridor
9.33770583,0.635800611,Corridor
47.45014373,0.220500195,Corridor
26.11003163,62.7466944,Corridor
12.06673202,0.233806258,Corridor
26.03646517,0.118402524,Corridor
35.42932848,0.101250003,Corridor
19.47721294,0.05734255,Corridor
10.31901213,62.67849098,Corridor
10.31005432,0.110851368,Corridor
21.40101117,0.262360105,Corridor
43.5637055,0.147163494,Corridor
52.25387064,62.57666778,Corridor
18.20674131,0.610014347,Corridor
59.21705072,0.310460685,Corridor
36.75360354,0.182374184,Corridor
25.28333823,0.136971164,Corridor
10.34166568,0.041855493,Corridor
16.18919138,0.230115601,Corridor
13.52268743,0.25859957,Corridor
11.49053185,0.107895751,Corridor
28.98410662,0.07536217,Corridor
28.26443064,0.106082021,Corridor
12.55312884,0.141885439,Corridor
24.38883286,0.222138324,Corridor
35.16941659,0.325672878,Corridor
39.65005426,0.266748203,Corridor
17.64359128,0.175862264,Corridor
18.00111242,0.101230473,Corridor
8.117046916,0.108962422,Corridor
2.937752306,0.219663871,Corridor
17.6226105,0.078884195,Corridor
6.144090807,0.205425551,Corridor
6.975712741,0.607364358,Corridor
24.45898975,62.3996557,Corridor
29.22971498,0.293690283,Corridor
27.32850549,0.80130549,Corridor
26.70642887,0.330593433,Corridor
17.2587058,0.130363418,Corridor
14.73720194,0.34188476,Corridor
17.68058441,0.177126116,Corridor
23.67384489,0.07001592,Corridor
14.30582836,0.2135381,Corridor
27.3749001,0.381165061,Corridor
35.95393688,0.065497216,Corridor
44.78836644,0.468353337,Corridor
124.9711845,0.994739836,Corridor
30.83729462,61.0338444,Corridor
97.97238952,1.059377487,Corridor
103.3097221,0.383354867,Corridor
39.95160299,0.223576902,Corridor
33.16010546,0.254547811,Corridor
39.21637532,0.175403587,Corridor
23.78390828,0.131106768,Corridor
14.54795333,0.146579198,Corridor
14.15780436,0.236289286,Corridor
39.79376994,0.019155639,Corridor
26.11328211,0.167792485,Corridor
21.92116101,0.267677502,Corridor
48.02602129,0.273741456,Corridor
32.76228887,0.2062492,Corridor
25.77228751,0.275685336,Corridor
22.96250552,0.092156739,Corridor
11.55673622,0.088707174,Corridor
12.73661076,0.150516774,Corridor
20.99760355,0.071822634,Corridor
47.5562745,0.557220615,Corridor
36.16533534,0.908230461,Corridor
13.96015894,0.096502731,Corridor
30.79401876,0.118531132,Corridor
8.40793348,0.130673579,Corridor
10.84442176,0.154538861,Corridor
22.6532075,0.144976709,Corridor
24.29113946,0.292874967,Corridor
20.4185007,0.173971509,Corridor
22.08215008,0.121129588,Corridor
21.70604241,0.47532024,Corridor
28.36030935,0.295054791,Corridor
23.6061316,0.156194977,Corridor
25.94890982,0.175218387,Corridor
25.39722185,0.304539044,Corridor
37.44786436,62.45771364,Corridor
17.62618631,0.188187222,Corridor
8.252881994,0.091611675,Corridor
25.226807,0.217117443,Corridor
13.18078736,0.158111299,Corridor
5.211045732,0.139875427,Corridor
22.49162992,0.138821116,Corridor
37.66742108,0.222535125,Corridor
26.15351798,0.075467704,Corridor
18.61865618,0.50570103,Corridor
42.81121914,0.414442137,Corridor
18.95986659,62.21749008,Corridor
27.47747528,0.350477501,Corridor
7.873663976,0.226927338,Corridor
7.382379709,0.0747795,Corridor
7.459240442,0.07866648,Corridor
14.55446669,0.262000082,Corridor
5.174410132,0.124989172,Corridor
28.37885328,0.072953789,Corridor
25.93316626,0.141849076,Corridor
21.69876583,0.284346267,Corridor
12.19370315,0.251163806,Corridor
24.70153381,0.196922059,Corridor
27.05932479,0.165409853,Corridor
19.42056411,0.314566022,Corridor
14.00765664,62.5991977,Corridor
13.59282051,0.0414248,Corridor
11.47951566,0.058212758,Corridor
9.106708895,0.240085973,Corridor
30.89800837,0.079851804,Corridor
19.83537168,62.73021923,Corridor
4.313309421,62.71661787,Corridor
13.33055325,0.27940975,Corridor
24.46120724,0.17257294,Corridor
33.60385128,0.142104401,Corridor
20.01689214,0.149229608,Corridor
17.55665724,0.312931655,Corridor
14.0601616,0.067979641,Corridor
17.07994255,0.129015441,Corridor
4.713278318,0.116076855,Corridor
13.91247183,0.076056767,Corridor
15.78756703,0.083570176,Corridor
14.31850296,0.095467778,Corridor
9.592516271,0.063928453,Corridor
13.73682086,0.197455738,Corridor
8.038921239,0.106489822,Corridor
30.25445575,0.07988927,Corridor
16.16442134,0.09050603,Corridor
18.00774613,0.134403557,Corridor
26.36647031,0.341097312,Corridor
28.54858743,0.220499881,Corridor
37.66858366,0.21866717,Corridor
23.62217194,0.076167172,Corridor
5.294054084,0.252481051,Corridor
20.35805492,0.127041424,Corridor
24.50838115,0.069035199,Corridor
17.69676591,0.253245524,Corridor
17.16171869,0.144327716,Corridor
21.19542264,0.198572196,Corridor
10.17867063,0.113750639,Corridor
35.06056388,0.085464256,Corridor
17.64369329,0.219160171,Corridor
27.14930483,0.170182392,Corridor
30.72475566,0.10831215,Corridor
20.09107678,0.092159747,Corridor
20.52707133,0.076738321,Corridor
32.31674604,0.102028817,Corridor
26.08098224,62.44185153,Corridor
14.72511734,0.143982668,Corridor
10.43357212,0.360479621,Corridor
3.881415561,0.30856247,Corridor
15.2022228,0.264240612,Corridor
20.77311314,0.084762007,Corridor
31.53818086,0.423708785,Corridor
22.66891606,0.10796477,Corridor
8.569713846,0.407913466,Corridor
54.39302127,0.270521324,Corridor
61.26815103,0.093595571,Corridor
67.88112822,0.491143409,Corridor
30.36970016,0.355631718,Corridor
29.83250706,0.067104233,Corridor
25.71012424,0.123875532,Corridor
15.28749902,0.151193298,Corridor
10.8486015,0.169670911,Corridor
19.37820798,0.092372177,Corridor
5.508498106,0.135940535,Corridor
17.37919604,0.18806391,Corridor
30.52258976,0.305481126,Corridor
28.88237918,0.06073412,Corridor
17.47133976,0.2233331,Corridor
24.33010913,0.14645838,Corridor
20.67925167,0.221923255,Corridor
28.69660479,0.155993992,Corridor
28.99173329,0.101637339,Corridor
22.78004325,0.10733929,Corridor
16.22074053,0.330527204,Corridor
15.2942055,0.205176401,Corridor
28.6096557,0.187988317,Corridor
10.34036296,0.183327354,Corridor
21.22496242,0.235936147,Corridor
32.63212607,0.061279161,Corridor
23.82743762,0.077593812,Corridor
7.975498345,0.154455093,Corridor
14.66792968,0.079268487,Corridor
17.05202511,0.181185864,Corridor
8.733960526,0.169562867,Corridor
7.892990192,0.12243978,Corridor
2.249795124,0.075021026,Corridor
4.654045402,62.71894131,Corridor
6.745173437,0.231805829,Corridor
15.39646384,0.329378199,Corridor
41.62018582,0.067548039,Corridor
31.04680127,0.095887556,Corridor
8.827337655,0.357294386,Corridor
25.09895793,0.1410077,Corridor
34.48765695,0.166314813,Corridor
21.31983302,0.099490716,Corridor
34.04985145,0.19815136,Corridor
10.00993911,0.057986307,Corridor
21.24988082,0.14635229,Corridor
28.36883332,0.220091887,Corridor
31.06576251,0.358258041,Corridor
68.94729691,0.393804267,Corridor
154.323134,0.326078775,Corridor
63.68425874,0.187126727,Corridor
46.07522699,0.273534056,Corridor
13.56065295,0.093656433,Corridor
6.090561459,0.215533086,Corridor
15.98323128,0.145924793,Corridor
14.55210394,0.500908815,Corridor
38.99370371,0.288096408,Corridor
29.04660803,0.235480683,Corridor
14.12195395,0.112945434,Corridor
9.156147717,0.105443765,Corridor
18.19360835,0.107647717,Corridor
8.448140286,0.220734403,Corridor
13.81802547,0.135041633,Corridor
15.20087337,0.162207522,Corridor
4.234793419,0.154252354,Corridor
13.1792662,0.132950168,Corridor
17.48636643,62.69541882,Corridor
15.72422688,0.347815089,Corridor
18.52010365,0.190704258,Corridor
8.8520331,62.72770738,Corridor
14.85972875,0.358019458,Corridor
61.97543065,0.216698989,Corridor
31.07707501,0.230574336,Corridor
51.7009913,0.276757372,Corridor
45.56881318,0.088811387,Corridor
7.297190493,0.120801125,Corridor
15.75887063,0.153326213,Corridor
13.40107742,0.080913522,Corridor
11.76356062,0.192267273,Corridor
11.59215307,0.114494293,Corridor
21.13472048,0.166138902,Corridor
7.378842024,0.313834864,Corridor
17.83065433,0.096307774,Corridor
13.73936482,0.195250379,Corridor
43.91595369,0.364177046,Corridor
48.43126664,0.240478122,Corridor
18.63624581,0.183138477,Corridor
22.60161744,0.146497866,Corridor
17.3590438,0.088746616,Corridor
4.929507587,0.077973488,Corridor
7.801887495,0.186572685,Corridor
18.84225207,0.200497884,Corridor
25.46323903,0.146655611,Corridor
16.29808631,0.111171843,Corridor
4.757237237,0.260777403,Corridor
25.66913236,0.213821685,Corridor
31.60224844,0.102379589,Corridor
15.18270979,0.3681752,Corridor
5.082391056,0.205147633,Corridor
12.35432148,0.118502344,Corridor
33.28142495,0.173547318,Corridor
9.821451417,0.193794495,Corridor
7.659569791,0.150240637,Corridor
17.04064296,0.30545339,Corridor
32.02046774,0.066681616,Corridor
32.16077949,0.077599059,Corridor
22.63704642,0.141704257,Corridor
16.49648352,0.217179216,Corridor
30.53865511,0.105851484,Corridor
29.45544664,0.140905455,Corridor
10.99059051,0.211470602,Corridor
14.44038628,0.213920552,Corridor
18.76413251,0.1356081,Corridor
36.95948998,0.155108435,Corridor
11.87429945,0.137425435,Corridor
28.68788144,0.150688862,Corridor
48.08358276,0.425354378,Corridor
49.18464555,0.144693164,Corridor
44.69929431,61.81816842,Corridor
56.12605862,0.659382335,Corridor
39.00127499,0.316972741,Corridor
77.89539584,0.267105004,Corridor
74.5747247,0.154668309,Corridor
33.14443502,0.147897859,Corridor
37.28137729,0.289313851,Corridor
60.82760925,0.35994505,Corridor
30.35273902,0.417064746,Corridor
23.42467237,0.174076636,Corridor
7.367469188,0.073837647,Corridor
26.68807871,0.224418999,Corridor
26.74307108,0.074004084,Corridor
24.84070377,0.172848475,Corridor
28.6100227,0.110831058,Corridor
41.29958328,0.292057226,Corridor
45.77678928,0.54604436,Corridor
14.36146458,61.62351333,Corridor
33.39184079,0.372381688,Corridor
27.65745595,0.183457426,Corridor
38.84245776,0.035593009,Corridor
18.00465787,0.146398062,Corridor
24.52963819,0.247085638,Corridor
23.23057761,0.193686505,Corridor
13.03593192,0.113723603,Corridor
42.36469632,0.352910784,Corridor
49.48252537,0.813691548,Corridor
56.84798228,62.14889262,Corridor
37.35161527,0.246024269,Corridor
21.66966219,0.144525251,Corridor
17.53868425,0.132776114,Corridor
13.14468053,0.142074788,Corridor
9.756498399,0.240209214,Corridor
13.26154821,0.167666954,Corridor
26.95199492,0.154125672,Corridor
21.48432224,0.119403321,Corridor
12.41690366,0.242506215,Corridor
20.86503535,0.229145872,Corridor
24.44442363,0.550050676,Corridor
17.61316335,62.581332,Corridor
19.34709711,0.091982665,Corridor
33.75798911,0.082239828,Corridor
6.259781499,0.218226723,Corridor
4.091875976,0.122187682,Corridor
7.816257622,0.133159737,Corridor
11.079543,0.095043112,Corridor
21.10330787,0.138783154,Corridor
15.82656565,0.374180978,Corridor
23.27638707,0.42290521,Corridor
26.91969699,0.096658039,Corridor
19.75580822,0.171964248,Corridor
39.09183884,0.166006796,Corridor
24.00765683,0.077633805,Corridor
14.48014655,0.120858489,Corridor
16.79563575,0.218212315,Corridor
12.24053736,0.103254508,Corridor
21.63459729,0.131597241,Corridor
9.604035389,0.121005358,Corridor
27.46712879,0.080226673,Corridor
14.90854272,0.297256555,Corridor
44.07098482,0.163002627,Corridor
31.82547521,0.114781363,Corridor
30.00061219,0.114884481,Corridor
20.90842917,0.096108099,Corridor
31.70295548,0.239338025,Corridor
14.6853433,0.285982169,Corridor
28.77987275,0.216217181,Corridor
14.78365966,0.160518386,Corridor
21.13051895,0.129987774,Corridor
18.62213992,0.151091985,Corridor
18.41769457,0.067967177,Corridor
17.52599855,0.152890437,Corridor
14.23278376,0.162135207,Corridor
35.27616362,0.402521908,Corridor
52.55799896,62.38008992,Corridor
59.38189996,0.346053588,Corridor
34.09792208,0.092091152,Corridor
22.98640032,0.194407861,Corridor
12.10721739,0.22967878,Corridor
21.96765669,0.149180027,Corridor
21.9370684,0.095497439,Corridor
16.52636095,0.222446619,Corridor
17.65534994,0.342964709,Corridor
48.6886714,0.259721248,Corridor
19.93726915,0.08362451,Corridor
30.80670686,0.20007124,Corridor
38.51773081,0.23612817,Corridor
25.58001262,0.050967269,Corridor
16.7703788,0.081783948,Corridor
23.52854966,0.079487581,Corridor
25.01640148,0.087531256,Corridor
17.98234774,0.162237111,Corridor
13.66301004,0.119623001,Corridor
18.398004,0.19361613,Corridor
20.7860646,0.136433851,Corridor
29.58618732,0.120601856,Corridor
30.84658701,0.253023441,Corridor
45.93189418,0.222675752,Corridor
17.85507772,0.294329126,Corridor
19.30346444,0.254672956,Corridor
12.34228744,0.235227953,Corridor
12.25536862,0.146410171,Corridor
28.05291859,0.120772408,Corridor
12.93925207,0.165256018,Corridor
35.8245516,0.149820023,Corridor
33.57865238,0.244002059,Corridor
14.29798677,0.189925278,Corridor
27.19019578,0.26320918,Corridor
36.07809191,0.446815778,Corridor
22.86229998,0.226398638,Corridor
57.8798044,0.128012796,Corridor
47.04340283,0.145195339,Corridor
22.88576656,62.49489796,Corridor
22.51775048,0.184332884,Corridor
25.83687381,0.70679655,Corridor
15.97802718,0.304530322,Corridor
23.99106208,0.249490567,Corridor
9.556686979,0.070955894,Corridor
20.86315818,0.177880276,Corridor
22.53828025,0.086219392,Corridor
44.90480327,0.131903749,Corridor
25.9944509,0.124917104,Corridor
33.45244355,0.386298375,Corridor
55.08464611,0.393353278,Corridor
30.03747842,0.190423936,Corridor
42.05947759,0.167179992,Corridor
19.26229862,0.161293228,Corridor
23.00803296,0.213609329,Corridor
10.47102194,0.107638369,Corridor
9.971231878,0.506538887,Corridor
74.69277495,0.887524085,Corridor
86.73771416,62.29023297,Corridor
41.07600816,0.299374825,Corridor
13.04684802,0.41546391,Corridor
20.26673588,0.192949495,Corridor
8.600137973,0.203561678,Corridor
11.36806849,0.249043101,Corridor
24.72564729,0.444880798,Corridor
59.95056221,0.114436998,Corridor
33.25226645,0.323274066,Corridor
20.08252951,0.192994123,Corridor
23.01854811,0.308565872,Corridor
21.20539805,0.156358634,Corridor
39.08611343,0.216865453,Corridor
24.54205143,0.178450778,Corridor
22.13859592,0.244179215,Corridor
17.78238173,0.1740914,Corridor
23.41180183,0.131776553,Corridor
24.03068958,61.8101143,Corridor
14.40662597,1.365580744,Corridor
45.09135361,0.524797219,Corridor
39.21487156,0.37550878,Corridor
29.14804485,0.378269093,Corridor
13.95359518,0.044509457,Corridor
4.675368653,0.659550019,Corridor
26.62671464,0.291354745,Corridor
7.375428419,0.944034074,Corridor
33.38970959,61.50315859,Corridor
38.75958491,0.444922359,Corridor
41.45817887,0.248283456,Corridor
27.99359031,0.143940926,Corridor
13.25801229,0.235660326,Corridor
19.31109976,0.242961348,Corridor
13.48870952,0.121687426,Corridor
9.360499261,0.183800829,Corridor
28.99885233,0.170579377,Corridor
42.89532841,0.403411243,Corridor
21.63762399,0.134505886,Corridor
11.42410644,0.403787668,Corridor
33.29850932,0.416345287,Corridor
19.27749517,0.193755729,Corridor
29.48663573,62.68848204,Corridor
23.62662627,62.73855036,Corridor
29.21753085,62.77433937,Corridor
16.47780157,0.175088378,Corridor
11.4354379,62.73932868,Corridor
19.31334166,0.212033388,Corridor
18.65347257,0.18014086,Corridor
42.79184218,0.154983991,Corridor
11.81868247,0.235265696,Corridor
16.03694722,62.71960765,Corridor
36.08522999,62.67571232,Corridor
37.97742819,0.087420233,Corridor
4.242182782,0.203766273,Corridor
2.599431522,0.118685068,Corridor
14.81232516,0.11681961,Corridor
28.79590912,0.139494903,Corridor
42.8618791,0.058906038,Corridor
32.5074651,62.80721778,Corridor
11.67885649,0.125305579,Corridor
31.00066799,0.116953889,Corridor
12.73542202,0.367612532,Corridor
22.5185472,0.250303101,Corridor
27.27327555,0.234203742,Corridor
15.37655069,0.077362146,Corridor
25.97357355,0.161961523,Corridor
25.91219508,0.097159927,Corridor
19.65394729,0.073733313,Corridor
6.337471123,0.223583831,Corridor
8.960594278,0.100826912,Corridor
7.952240328,0.136036073,Corridor
25.42683646,0.136000933,Corridor
40.28701851,0.112090271,Corridor
27.6969127,0.34161914,Corridor
38.52380239,0.182666606,Corridor
29.90058738,0.063460379,Corridor
19.54826435,0.185456456,Corridor
12.40140304,0.135240185,Corridor
12.31691852,0.042933845,Corridor
7.581321302,0.163950553,Corridor
18.51414464,0.163203464,Corridor
14.12413028,0.1553215,Corridor
16.01346669,0.126464609,Corridor
37.41791224,0.185745321,Corridor
18.91879926,0.267443206,Corridor
38.38061567,0.440423382,Corridor
30.10683338,0.21765101,Corridor
21.7743263,0.109510137,Corridor
12.82114263,0.221799889,Corridor
25.50699693,0.186961569,Corridor
29.25757137,0.155077368,Corridor
18.05662065,0.181988403,Corridor
12.66290577,0.213647502,Corridor
7.074206684,0.223174354,Corridor
27.09473368,0.196111033,Corridor
19.20695265,0.099408145,Corridor
32.95799879,0.191540932,Corridor
33.19650175,0.165926703,Corridor
34.98330332,0.167729376,Corridor
9.490091005,0.333304334,Corridor
31.37167637,0.113851813,Corridor
33.07881625,0.312867484,Corridor
48.15009164,0.272104151,Corridor
40.83675944,0.294564104,Corridor
43.24388922,0.151050886,Corridor
29.68906341,0.087870627,Corridor
47.42738875,0.246193353,Corridor
22.0906033,0.296853947,Corridor
31.60940769,0.108289085,Corridor
41.84763596,0.091521337,Corridor
33.36348651,0.154894805,Corridor
6.060480225,0.200700992,Corridor
19.80432923,0.132144418,Corridor
35.72732401,0.359275075,Corridor
35.46528738,0.246426609,Corridor
16.07822269,0.148035479,Corridor
9.518127867,0.20737843,Corridor
21.3425923,0.219546071,Corridor
36.98088206,0.041519296,Corridor
17.69730545,0.088683884,Corridor
17.90191122,0.201390818,Corridor
24.24947959,0.178982393,Corridor
8.040739409,0.145499356,Corridor
15.11148854,0.16240359,Corridor
29.08125683,0.256069212,Corridor
44.03905699,0.181000162,Corridor
24.51030396,0.114752794,Corridor
21.19072984,0.258631857,Corridor
14.79291621,0.116374445,Corridor
22.01749752,0.153801593,Corridor
38.01046673,0.16590433,Corridor
10.77945695,0.153651157,Corridor
9.891086899,0.150528881,Corridor
16.14750343,0.166416316,Corridor
20.43757124,0.146582939,Corridor
19.09160991,0.235729783,Corridor
29.18716768,0.398618361,Corridor
23.11567059,0.130873366,Corridor
13.30232886,0.246261479,Corridor
15.5495525,0.11460107,Corridor
12.46762664,0.1534732,Corridor
20.2278198,0.186283899,Corridor
7.965611273,0.245887262,Corridor
12.22129692,0.181315455,Corridor
18.92263557,0.105388473,Corridor
9.659134084,0.163032984,Corridor
12.02479971,0.18551141,Corridor
9.231480109,0.346055679,Corridor
25.31839458,0.119075963,Corridor
17.69057571,0.235912429,Corridor
9.660390407,0.267937662,Corridor
18.86510788,0.153368181,Corridor
17.44622286,0.109157843,Corridor
26.80816998,0.110136262,Corridor
24.81361001,0.1360735,Corridor
19.63424622,0.224606379,Corridor
14.01723136,0.102846493,Corridor
19.00098472,0.176050025,Corridor
16.75342391,0.172777831,Corridor
14.39221593,0.100373868,Corridor
43.86067581,0.114036435,Corridor
38.8840969,0.569044468,Corridor
53.90605753,0.223122774,Corridor
23.79391183,0.099608698,Corridor
29.06936364,0.102824454,Corridor
23.34962425,0.233075182,Corridor
27.73209818,0.177900983,Corridor
11.59238526,0.056768433,Corridor
9.679797868,0.119541531,Corridor
10.89539023,62.74321981,Corridor
39.88097675,62.7756871,Corridor
57.62852991,62.77282532,Corridor
22.51362339,0.07226532,Corridor
13.95827132,62.7562192,Corridor
21.00683971,0.099777539,Corridor
35.77293277,62.79041274,Corridor
32.41475012,62.77767052,Corridor
27.40710593,62.74642845,Corridor
17.22324963,0.16771339,Corridor
17.26440386,0.088959838,Corridor
49.85731466,0.191262713,Corridor
12.0187118,0.273381714,Corridor
37.51071813,62.70494028,Corridor
45.60111999,62.76866418,Corridor
17.3428938,0.093375185,Corridor
11.04707912,62.73883211,Corridor
13.54082145,62.78644479,Corridor
29.20219434,0.102641064,Corridor
2.600858783,0.192204803,Corridor
13.95392707,0.160242466,Corridor
13.64709127,0.29397359,Corridor
8.809119655,0.264537924,Corridor
20.9990869,0.344895253,Corridor
15.21177314,0.446913308,Corridor
36.86877754,0.256196449,Corridor
17.9451675,0.116222701,Corridor
8.87793726,0.108377725,Corridor
8.923732471,0.15216196,Corridor
31.17619208,62.66601617,Corridor
39.17478396,0.133820882,Corridor
19.31851492,0.195175251,Corridor
16.36298366,0.215537605,Corridor
20.79945711,0.096580247,Corridor
6.874549297,0.087264556,Corridor
18.36529731,0.201186333,Corridor
30.21700687,0.130150812,Corridor
13.28371737,0.232800723,Corridor
28.0187427,0.406988439,Corridor
52.15639048,0.425306169,Corridor
23.06361824,0.225528897,Corridor
37.25427216,0.125011645,Corridor
19.67901849,0.191258354,Corridor
23.76285346,0.134008335,Corridor
22.27166155,0.201559989,Corridor
15.91223359,0.177604716,Corridor
11.02615198,0.165991432,Corridor
26.73778996,0.210248126,Corridor
23.39370568,0.132228934,Corridor
17.44609877,0.281154011,Corridor
20.47334882,0.357515397,Corridor
24.95537776,0.340115959,Corridor
20.55403982,0.114033237,Corridor
49.07193397,0.129981698,Corridor
30.3958806,0.231948246,Corridor
37.29033353,0.11761072,Corridor
37.77946667,0.20444203,Corridor
13.3208617,0.150694747,Corridor
16.95083324,0.215439275,Corridor
16.75904914,0.165516781,Corridor
13.64744059,0.184604494,Corridor
28.03499475,0.253363104,Corridor
32.80242022,0.342646853,Corridor
38.27624048,0.230059192,Corridor
43.2378663,0.093078429,Corridor
32.62651982,0.250717165,Corridor
48.58234482,0.077821493,Corridor
34.6284572,0.161808362,Corridor
4.698919158,0.148533855,Corridor
12.57439752,0.143563948,Corridor
10.30934191,0.168971482,Corridor
6.869027952,0.172395916,Corridor
5.638821073,0.062049631,Corridor
38.30264921,0.523586431,Corridor
40.22780773,0.357567703,Corridor
24.4283527,0.154135554,Corridor
13.54956219,0.301228776,Corridor
19.93372309,0.270499701,Corridor
21.34348585,0.073461907,Corridor
14.08576055,0.047496434,Corridor
4.181411001,0.269873513,Corridor
0.998207799,0.086944642,Corridor
28.42333753,0.140181922,Corridor
23.25617002,0.17554372,Corridor
12.37544996,0.184892427,Corridor
30.86270518,0.381620427,Corridor
12.9221454,0.19566128,Corridor
13.63355827,0.113248256,Corridor
7.514810782,0.213288863,Corridor
8.839072596,0.196990702,Corridor
23.35028911,0.057032056,Corridor
17.03579107,0.037697887,Corridor
14.83089893,0.219724637,Corridor
30.79269351,0.254594473,Corridor
25.40717712,0.141959278,Corridor
11.48182552,0.223649553,Corridor
23.03588014,0.39590232,Corridor
53.51338755,0.128223519,Corridor
24.72749881,0.172746833,Corridor
19.32058651,0.180892223,Corridor
10.01244278,0.147227051,Corridor
10.47927359,0.096119911,Corridor
30.95139579,0.172784541,Corridor
11.67471696,0.127766789,Corridor
16.3035929,0.197074103,Corridor
11.98024606,0.237326496,Corridor
19.64139512,0.122635236,Corridor
11.86868733,0.313455991,Corridor
25.26739899,0.334915564,Corridor
22.98368495,0.240020793,Corridor
21.18777449,0.172434496,Corridor
8.811422373,0.111392152,Corridor
14.3710841,0.215791415,Corridor
10.10636854,0.269320903,Corridor
7.208828756,0.3153283,Corridor
33.59792333,0.228721436,Corridor
42.68893722,0.177500957,Corridor
20.40484073,0.198364965,Corridor
9.830844129,0.121593828,Corridor
26.86795854,0.154908577,Corridor
25.76373426,0.153157763,Corridor
19.42873478,0.091117315,Corridor
11.37161843,0.308684155,Corridor
37.55011142,0.24838606,Corridor
44.81565786,0.352102497,Corridor
17.14169849,62.12640949,Corridor
25.18189901,0.32150363,Corridor
25.14445297,0.195709405,Corridor
20.19460561,0.100795609,Corridor
6.98414857,0.151533945,Corridor
10.98755053,0.192703006,Corridor
7.134512416,0.288671816,Corridor
26.54387108,0.163313251,Corridor
10.75142805,0.867067764,Corridor
24.31128678,0.651007877,Corridor
14.10761455,0.155141711,Corridor
24.91383885,0.125104211,Corridor
20.69470374,0.173133041,Corridor
18.46682466,0.128471082,Corridor
17.63357636,0.372629258,Corridor
31.63211016,0.849809986,Corridor
49.36914754,0.625437245,Corridor
32.46839659,0.243845041,Corridor
16.43629602,0.323703698,Corridor
21.88488936,0.176104619,Corridor
28.25861637,0.218955169,Corridor
60.42006313,0.213169458,Corridor
81.82518695,0.226126845,Corridor
66.89755603,0.346103736,Corridor
25.56940119,0.059918587,Corridor
51.20189858,0.212849155,Corridor
43.48995908,0.22493006,Corridor
9.473711337,0.159255739,Corridor
32.27006776,0.125838571,Corridor
40.8136559,0.182080193,Corridor
79.70543327,61.92361213,Corridor
82.11637326,0.98664603,Corridor
57.60701325,0.402907304,Corridor
37.94438874,0.247312339,Corridor
49.03489949,0.125806031,Corridor
14.08750656,0.149074631,Corridor
22.76653227,0.237437234,Corridor
33.46557929,0.295750854,Corridor
13.08371044,0.275038829,Corridor
29.4480122,0.203148784,Corridor
32.4953035,0.571903319,Corridor
32.60120127,0.287058307,Corridor
7.715495617,0.371307987,Corridor
26.59478941,1.31259049,Corridor
67.20942491,61.56172677,Corridor
52.78026033,0.306819607,Corridor
23.03794424,0.292191697,Corridor
20.41356059,0.190580092,Corridor
33.92590595,0.169145355,Corridor
19.03781171,0.043596003,Corridor
10.52983035,0.129947651,Corridor
30.54644454,0.243990951,Corridor
24.31002673,0.377137691,Corridor
15.0762571,0.148530645,Corridor
