angular_vel_mag,Environment
1.847087288762855,Running
2.4921589617811506,Running
1.7276292593217981,Running
0.5595238179301194,Running
0.2245746495693297,Running
0.17589070592666292,Running
0.1556446992994997,Running
0.09888465101480295,Running
0.15437641000550728,Running
0.09111537924013394,Running
0.10442318476914758,Running
0.11898843615831167,Running
0.0848056179587751,Running
0.06616794925672705,Running
0.06774424273973963,Running
0.14846005886334565,Running
0.032862976722341605,Running
0.029959825333961965,Running
0.025093174674992665,Running
0.005158512167777911,Running
0.019444734242541315,Running
0.001108916521165364,Running
0.008627793077565013,Running
0.006600338515319783,Running
0.0089195798801858,Running
0.006499369693153111,Running
0.007805054544342332,Running
0.00425361147207959,Running
0.005490023928138806,Running
0.0037622363032946853,Running
0.003810871127215073,Running
0.003374023944280342,Running
0.006246942707746481,Running
0.0039710836180600634,Running
0.004590409448543053,Running
0.0038083197587461095,Running
0.0049489298307999995,Running
0.004227445621585955,Running
0.003806213585811072,Running
0.0014588617026104586,Running
0.0029155275817213766,Running
0.00728146049249598,Running
0.017378921663564348,Running
0.16145964983842445,Running
