elapsed time,receive time,header.stamp,topic,value
5.881484134,1694525091.631106505,,/high_state.footForce[:],142
5.881484134,1694525091.631106505,,/high_state.footForce[:],867
5.881484134,1694525091.631106505,,/high_state.footForce[:],1009
5.881484134,1694525091.631106505,,/high_state.footForce[:],178
5.881539486,1694525091.631106505,,/high_state.footForce[:],142
5.881539486,1694525091.631106505,,/high_state.footForce[:],867
5.881539486,1694525091.631106505,,/high_state.footForce[:],1009
5.881539486,1694525091.631106505,,/high_state.footForce[:],178
5.881568649,1694525091.631106505,,/high_state.footForce[:],142
5.881568649,1694525091.631106505,,/high_state.footForce[:],867
5.881568649,1694525091.631106505,,/high_state.footForce[:],1009
5.881568649,1694525091.631106505,,/high_state.footForce[:],178
5.881587227,1694525091.631106505,,/high_state.footForce[:],142
5.881587227,1694525091.631106505,,/high_state.footForce[:],867
5.881587227,1694525091.631106505,,/high_state.footForce[:],1009
5.881587227,1694525091.631106505,,/high_state.footForce[:],178
5.8816462220000005,1694525091.631106505,,/high_state.footForce[:],142
5.8816462220000005,1694525091.631106505,,/high_state.footForce[:],867
5.8816462220000005,1694525091.631106505,,/high_state.footForce[:],1009
5.8816462220000005,1694525091.631106505,,/high_state.footForce[:],178
5.881669842,1694525091.631106505,,/high_state.footForce[:],142
5.881669842,1694525091.631106505,,/high_state.footForce[:],867
5.881669842,1694525091.631106505,,/high_state.footForce[:],1009
5.881669842,1694525091.631106505,,/high_state.footForce[:],178
5.881692153,1694525091.631106505,,/high_state.footForce[:],148
5.881692153,1694525091.631106505,,/high_state.footForce[:],786
5.881692153,1694525091.631106505,,/high_state.footForce[:],869
5.881692153,1694525091.631106505,,/high_state.footForce[:],184
5.881712299,1694525091.631106505,,/high_state.footForce[:],148
5.881712299,1694525091.631106505,,/high_state.footForce[:],786
5.881712299,1694525091.631106505,,/high_state.footForce[:],869
5.881712299,1694525091.631106505,,/high_state.footForce[:],184
5.88173729,1694525091.631106505,,/high_state.footForce[:],148
5.88173729,1694525091.631106505,,/high_state.footForce[:],786
5.88173729,1694525091.631106505,,/high_state.footForce[:],869
5.88173729,1694525091.631106505,,/high_state.footForce[:],184
5.881757371,1694525091.631106505,,/high_state.footForce[:],148
5.881757371,1694525091.631106505,,/high_state.footForce[:],786
5.881757371,1694525091.631106505,,/high_state.footForce[:],869
5.881757371,1694525091.631106505,,/high_state.footForce[:],184
5.909387636,1694525091.631106505,,/high_state.footForce[:],148
5.909387636,1694525091.631106505,,/high_state.footForce[:],786
5.909387636,1694525091.631106505,,/high_state.footForce[:],869
5.909387636,1694525091.631106505,,/high_state.footForce[:],184
5.909425853,1694525091.631106505,,/high_state.footForce[:],148
5.909425853,1694525091.631106505,,/high_state.footForce[:],786
5.909425853,1694525091.631106505,,/high_state.footForce[:],869
5.909425853,1694525091.631106505,,/high_state.footForce[:],184
5.90945881,1694525091.631106505,,/high_state.footForce[:],148
5.90945881,1694525091.631106505,,/high_state.footForce[:],786
5.90945881,1694525091.631106505,,/high_state.footForce[:],869
5.90945881,1694525091.631106505,,/high_state.footForce[:],184
