T_HIP,T_THIGH,T_CALF,Environment,time,footforce,d_footforce_dt,environment
2.18362906870139e-05,0.00016864088452073726,4.1377150137156214e-05,Parking,5237.88,920.5047528394408,-16.808505929751448,Parking
8.356727225316955e-06,6.119640361285047e-05,1.4862917035174889e-05,Parking,5237.98,919.4188381798581,-14.458560378359017,Parking
2.364258841250158e-05,0.00018168516005272778,4.456517291678998e-05,Parking,5238.09,920.4623838050092,-11.588863614366389,Parking
9.592732886720777e-06,6.602173409514266e-05,1.6009058487179183e-05,Parking,5238.19,919.0788867121255,-8.3246305834024,Parking
6.976716860044984e-06,2.6299458696012797e-05,5.808644877086578e-06,Parking,5238.29,917.4688005594522,-4.7750114786581825,Parking
1.3905801041257155e-05,7.529420457143224e-05,1.7774300267761853e-05,Parking,5238.39,917.9793025989203,-1.0976102931267897,Parking
1.6575936500849945e-05,4.4705373346754655e-05,8.303602839060124e-06,Parking,5238.49,919.0788867121255,2.570794917367622,Parking
1.1997542589943569e-05,0.00010702304154973668,2.6092339716648357e-05,Parking,5238.59,919.0233946967835,6.068682807292533,Parking
1.578792745183523e-05,3.8814691850563775e-05,6.512136921122404e-06,Parking,5238.69,919.515633363566,9.259027826567875,Parking
1.84097178320546e-05,0.0001932817682575549,4.7370465968365776e-05,Parking,5238.79,920.0815181276059,12.013952713993277,Parking
5.9487821905599876e-06,5.7699809691734976e-05,1.4084207009285062e-05,Parking,5238.89,918.5134729550787,14.242539277098608,Parking
1.3247582266520185e-05,0.00010905897144080033,2.6458532439655316e-05,Parking,5238.99,920.4623838050092,15.867470953262956,Parking
7.774962332290975e-06,8.320815141279519e-05,2.0427661502429747e-05,Parking,5239.09,919.5591334982215,16.921633249327964,Parking
1.1803538248431535e-05,5.4745367021041975e-05,1.2740482424654007e-05,Parking,5239.19,921.2589212593819,17.40341144991435,Parking
8.212347839112343e-06,0.0001078296557667803,2.6486469713667765e-05,Parking,5239.3,919.515633363566,17.424355153213746,Parking
1.289852070046956e-05,6.508806107265724e-05,1.5244517943408018e-05,Parking,5239.4,919.715173300952,17.07600886931983,Parking
1.8994024766429157e-05,0.00017740465493014593,4.3495500574215463e-05,Parking,5239.5,919.5460836738962,16.463154563830344,Parking
9.812320939432037e-06,5.344921576398108e-05,1.2724016102192173e-05,Parking,5239.6,920.5047528394408,15.75011619783611,Parking
1.7946590354174414e-05,0.00017210322483089333,4.213745154832882e-05,Parking,5239.7,919.3655420995503,15.023849432229019,Parking
9.927073245307565e-06,6.922327181151825e-05,1.689364324741604e-05,Parking,5239.8,919.8575976747705,14.463332399333671,Parking
1.2012706507799712e-05,0.00013609753601854385,3.342849230601196e-05,Parking,5239.91,920.9241809781605,14.075144077050673,Parking
3.750103099246527e-06,4.4662137542388015e-05,1.0970268695387448e-05,Parking,5240.0,919.662438071709,13.951295843244333,Parking
1.581345362123482e-05,0.00013767683671316605,3.379632806949212e-05,Parking,5240.1,920.2776754871326,14.116763665244054,Parking
8.240622758876142e-06,7.679308156615953e-05,1.8851553756514144e-05,Parking,5240.2,918.8547219228947,14.525481417595534,Parking
8.139898120276855e-06,6.57782256239862e-05,1.614327167189271e-05,Parking,5240.3,920.6057788217495,15.157369616427,Parking
1.1654861556395837e-05,7.97453794676596e-05,1.920718531465349e-05,Parking,5240.4,918.9504883289414,16.03846197096758,Parking
8.386705275290955e-06,3.764383528315056e-05,8.56333154709271e-06,Parking,5240.51,919.3263838267669,17.145106834008285,Parking
1.1671234275807606e-05,5.970203574656186e-05,1.3866553068186806e-05,Parking,5240.61,922.0726652493283,18.367739087658467,Parking
1.4474577072422505e-05,5.686788177648424e-05,1.2725012203736319e-05,Parking,5240.71,920.5612418519477,19.65897318654424,Parking
5.65610654780418e-06,3.964942935712163e-05,9.670493141584077e-06,Parking,5240.81,919.8978204126804,20.98700866872413,Parking
1.1750830850248835e-05,5.390690452882951e-05,1.2273949484532718e-05,Parking,5240.91,918.8547219228947,22.301172275936494,Parking
2.719269428742873e-06,1.8384119129211784e-05,4.453711095891599e-06,Parking,5241.01,919.515633363566,23.48199362805735,Parking
1.0432732455567077e-05,2.116096791096378e-05,2.2601194305470746e-06,Parking,5241.11,921.5069180423986,24.451867135166378,Parking
7.127706531891218e-06,4.632386032658369e-05,1.126099851416467e-05,Parking,5241.21,919.8575976747705,25.26605008586971,Parking
1.291582321110184e-05,0.00010862740081754504,2.6657063848736816e-05,Parking,5241.31,920.9006461068425,25.78537741050266,Parking
7.043576275133522e-06,5.389073700028023e-05,1.3202048164089128e-05,Parking,5241.41,919.8697684973985,25.997524490663015,Parking
7.2681955932898984e-06,7.153369730164967e-05,1.748702384451002e-05,Parking,5241.51,921.4656803158759,25.86133732043316,Parking
1.0445588226319273e-05,5.8354005190421e-05,1.3954443400315837e-05,Parking,5241.61,919.3299337615059,25.470969225473414,Parking
1.2106183708705279e-05,0.00014671400197042569,3.597894348368622e-05,Parking,5241.72,920.4623838050092,24.40176691945482,Parking
8.020428970955665e-06,8.108110672981489e-05,1.9876714847140162e-05,Parking,5241.82,921.9446838070058,23.41993642684397,Parking
9.42153399595281e-06,0.00011819214957264197,2.903175746508536e-05,Parking,5241.92,920.9006461068425,21.811774300259156,Parking
1.3024891350901328e-05,0.00016400789151888053,4.028444607094516e-05,Parking,5242.02,921.4103320453922,19.905602396414807,Parking
