time,footforce,d_footforce_dt,environment
5476.62,1289.4541480797213,-1673.14301162223,Parking
5476.72,1067.1743062874032,-1432.8515913249032,Parking
5476.82,739.4734613223114,-1159.984817389761,Parking
5476.92,1260.9948453502893,-870.3867153172592,Parking
5477.02,866.9988465966953,-563.5172114600776,Parking
5477.12,871.2181127593709,-258.7504273374994,Parking
5477.22,1439.6968430888496,19.96027762826904,Parking
5477.32,1429.7213015129907,283.482333101698,Parking
5477.43,1063.088895624444,519.5535710980756,Parking
5477.53,1139.78272269842,718.2882356548223,Parking
5477.63,1455.666857491782,886.8421707561214,Parking
5477.73,905.1751211782171,1042.3725766143157,Parking
5477.83,1008.9697715987332,1184.3601723557476,Parking
5477.93,1446.0017289062969,1330.5910862409303,Parking
5478.03,1025.5262063935763,1483.1842527081358,Parking
5478.13,799.043177807057,1643.6286951961292,Parking
5478.23,1449.925170482946,1803.6378600131643,Parking
5478.33,1219.1263265141968,1953.7837504067618,Parking
5478.43,939.2172272696024,2083.1128895111437,Parking
5478.53,1372.5938947846155,2166.8757602033243,Parking
5478.64,1296.0621127091092,2180.6774344055502,Parking
5478.74,919.3204011659917,2106.4065749685515,Parking
5478.84,1017.6693962186345,1941.6812814244404,Parking
5478.94,1102.8325906344107,1673.808231518947,Parking
5479.04,1199.3519083238248,1303.8733581080219,Parking
5479.14,1381.1509693006046,846.6370091573486,Parking
5479.24,1539.4339868925852,322.0244199580318,Parking
5479.34,997.0727155027361,-266.23711658259043,Parking
5479.44,1490.6099422719547,-879.5613776365707,Parking
5479.54,1549.8186990741854,-1490.4564860624437,Parking
5479.64,970.7394089043671,-2072.8989143149074,Parking
5479.75,1261.6239534821777,-2588.1193492878515,Parking
5479.85,1138.8074205806415,-3019.7784523546748,Parking
5479.95,1070.4872722269986,-3362.3809788935955,Parking
5480.05,1476.6797215374768,-3581.8714374885703,Parking
5480.15,1009.0827518097809,-3675.4985723429163,Parking
5480.25,990.0797947640382,-3648.233665380665,Parking
5480.35,1304.279494586954,-3504.5548920520387,Parking
5480.45,1094.1864557743347,-3262.9013676770346,Parking
5480.55,952.2021844125333,-2930.3630397983684,Parking
5480.66,1140.5463603028156,-2510.101223528057,Parking
5480.76,974.6353164132726,-2027.8279674596722,Parking
5480.86,1067.868437589575,-1504.0935538820777,Parking
5480.96,1493.817927325817,-946.5100017879461,Parking
5481.06,985.9944218909152,-382.8651510293819,Parking
5481.16,889.2672640718623,170.34446623041745,Parking
5481.26,1245.9365954975397,702.2632804352651,Parking
5481.36,956.350877032065,1183.4785512852682,Parking
5481.46,963.2912332207742,1597.9431272513523,Parking
5481.56,1075.3366914599353,1950.3830973068648,Parking
5481.66,1190.7065129577481,2207.218069549029,Parking
5481.76,853.8137970307109,2375.366000948235,Parking
5481.86,1516.5665168399307,2446.300247597736,Parking
5481.96,1171.66078708814,2416.889113666042,Parking
5482.06,1029.1671390012411,2305.695956881094,Parking
5482.17,1039.0312796061532,2120.2110328789636,Parking
5482.27,1626.1866436544115,1872.8126326152585,Parking
5482.37,1060.08018564635,1587.556253935773,Parking
5482.47,1118.6018058272568,1305.1034715518674,Parking
5482.57,1300.5410412593676,1023.0444588643626,Parking
5482.67,1343.0692461671513,764.2525746160983,Parking
5482.77,887.3373738435569,551.959961922888,Parking
5482.88,1092.9652327498802,412.2043601295132,Parking
5482.97,1616.7393110826495,319.6901712649526,Parking
5483.07,954.3381253221208,285.1240344156845,Parking
5483.17,1136.432136117243,295.4747254344381,Parking
5483.28,1003.3718154303518,326.2728969952911,Parking
5483.38,1269.5589785433365,360.25229919953154,Parking
5483.48,923.1884964621255,385.6465075123083,Parking
5483.58,1257.6513825381023,392.47581269761207,Parking
5483.68,1357.4391330737449,358.5326097132846,Parking
5483.78,1004.4227197748963,278.0956428483254,Parking
5483.88,968.4905781679035,159.9053385178198,Parking
5483.98,1181.943315053645,13.778930557823541,Parking
5484.08,1433.1552602561942,-144.16171755160318,Parking
5484.18,1457.867963843091,-308.63132567545756,Parking
5484.28,1485.9374145636148,-455.2705041646684,Parking
5484.38,1105.195005417596,-563.1690803487969,Parking
5484.49,944.9386223453881,-626.8618073310025,Parking
5484.59,1227.0819043568363,-638.527171683874,Parking
5484.69,1021.4979197237751,-595.7233487062132,Parking
5484.79,1220.220062119944,-507.70490161534383,Parking
5484.89,1020.0950936064735,-373.95778565115467,Parking
5484.99,902.760170257649,-212.57014640776225,Parking
5485.09,1359.5125807633644,-47.394679962904256,Parking
5485.19,1074.1149845337789,116.319986166635,Parking
5485.29,1284.4033634337775,255.5377522524959,Parking
5485.39,1362.5079816279977,360.19880077478393,Parking
5485.49,1040.6190465295165,427.29887436561705,Parking
5485.6,787.2064532255818,446.75082965939424,Parking
5485.7,1424.6917078060312,418.73938654834035,Parking
5485.8,1308.804798279713,367.00556295062466,Parking
5485.9,1000.8030476397372,294.1629323256206,Parking
5486.0,1407.9453114379123,215.0897754477074,Parking
5486.1,1541.117451721315,135.26512929118647,Parking
5486.2,854.1826502569577,53.00486717819498,Parking
5486.3,1290.4587349930873,-11.139248755414243,Parking
5486.4,1036.1877243048193,-71.94716593893273,Parking
5486.5,951.3042089079014,-141.23583610980788,Parking
5486.6,1435.8572352431142,-213.745978013414,Parking
5486.71,850.5915588577163,-286.39438064576336,Parking
5486.81,1007.0721655238423,-370.39454466661243,Parking
5486.91,1431.9308642528802,-467.21318522297963,Parking
5487.01,1496.4768625007205,-589.023466968177,Parking
5487.11,1038.2335657940632,-723.3587229954585,Parking
5487.21,1056.6106189131358,-868.9210105623667,Parking
5487.31,1172.0149512070657,-1025.5764278847837,Parking
5487.41,1434.5180375303755,-1187.8006732421593,Parking
5487.51,1039.5263344427597,-1326.852637020585,Parking
5487.61,1270.9425636117471,-1431.5342863643987,Parking
5487.72,1062.5958780270137,-1492.8115568060673,Parking
5487.81,1118.714440775661,-1500.781906926607,Parking
5487.92,1183.6650708709792,-1451.1295428715418,Parking
5488.02,1113.2861267437047,-1342.6155423222851,Parking
5488.12,1295.9143490215702,-1189.0761037406005,Parking
5488.22,1118.8284050738075,-990.2113253317751,Parking
5488.32,786.6676553666103,-775.9336438662369,Parking
5488.42,1431.2794975126276,-554.760818231005,Parking
5488.52,940.7847787884326,-344.45291834891145,Parking
5488.62,1091.2566151002247,-158.59883607080477,Parking
5488.72,954.123157668862,-1.31440293331858,Parking
5488.82,1059.3120409020187,106.82195035892444,Parking
5488.92,1387.2988142429879,171.77392484320174,Parking
5489.02,1218.4161850533667,203.4661736503945,Parking
5489.13,1043.73272440793,193.09107052030035,Parking
5489.23,1426.820240955391,153.5519997913433,Parking
5489.33,948.7128121829071,97.88128547680361,Parking
5489.43,1147.2266558967326,39.8211503707974,Parking
5489.53,1291.9543335582725,-3.6538955114662692,Parking
5489.63,976.4993599588277,-16.09620424302101,Parking
5489.73,1163.7439580938756,-0.8163255635205127,Parking
5489.83,1358.619151933315,42.09867382277639,Parking
5489.93,1149.5342535131347,105.65270322502175,Parking
5490.03,1030.9815711253038,183.06950451980856,Parking
5490.13,1081.3352856538067,257.58630877408393,Parking
5490.23,953.5517814990437,328.6684181950658,Parking
5490.34,1064.9868543789637,381.78742137190244,Parking
5490.44,892.8409712821203,402.89306994091993,Parking
