index,time,trans_x,trans_y,trans_z,roll,pitch,yaw
131,5246.66,0.0175614,-0.002819,0.00802804,0.0219393,0.00399416,0.000547206
132,5246.76,0.0114047,-0.000545402,0.0118897,0.0145716,0.00273777,0.0295962
133,5246.87,0.0269424,0.0368954,0.0122279,-0.00106645,-0.00359577,0.155698
134,5246.96,0.0105958,0.0632853,0.00812607,-0.0231635,0.00733114,0.253689
135,5247.06,0.0090519,0.0758246,0.00489283,-0.0366157,-0.00381915,0.266708
136,5247.17,0.00219838,0.0769103,0.00559629,-0.0340614,-0.00935871,0.292671
137,5247.26,0.00339041,0.0709493,0.0109135,-0.0360909,-0.00883613,0.291353
138,5247.36,0.0125645,0.06389,0.00399818,-0.0358443,-0.00458391,0.283848
139,5247.47,0.00702181,0.0583088,0.00258119,-0.0188345,-0.00110986,0.285612
140,5247.57,0.00481445,0.0573355,0.00717958,0.00169607,-0.0110277,0.288659
141,5247.67,-0.00415203,0.0523683,0.00097559,-0.00493452,-0.00157492,0.279375
142,5247.77,0.00345826,0.0366907,0.00227702,-0.012944,-0.000416792,0.28436
143,5247.87,0.003108,0.0441777,0.00256728,-0.0184731,0.00144561,0.286153
144,5247.97,0.00556986,0.0450931,0.0024935,-0.0211517,0.00356863,0.288585
145,5248.07,0.0073865,0.0416615,0.00332266,-0.0196114,0.00376718,0.28961
146,5248.17,0.00821279,0.0387217,0.00370823,-0.0166221,0.00308172,0.28712
147,5248.27,0.00643544,0.0411665,0.00396167,-0.0173398,0.00306153,0.287538
148,5248.37,0.00686044,0.0425272,0.00392534,-0.0193774,0.00338644,0.288768
149,5248.47,0.00741776,0.0409667,0.00384894,-0.0191382,0.00361404,0.288644
150,5248.57,0.00788501,0.040083,0.00405762,-0.0173501,0.00338769,0.287709
151,5248.68,0.00721901,0.0415706,0.00413768,-0.0175797,0.00328148,0.287802
152,5248.78,0.00763685,0.0414726,0.00420614,-0.0185905,0.00336663,0.288645
153,5248.88,0.00820663,0.0397077,0.00422673,-0.0184284,0.00333857,0.288423
154,5248.98,0.0075015,0.0398612,0.0043392,-0.0174016,0.00339401,0.287928
155,5249.08,0.00723102,0.0406433,0.0044838,-0.0177495,0.00337083,0.288071
156,5249.18,0.00663378,0.0401699,0.00430688,-0.0186716,0.00332831,0.288697
157,5249.28,0.00647492,0.0396871,0.0044366,-0.018206,0.00367369,0.2884
158,5249.38,0.00755763,0.0395606,0.004491,-0.0176017,0.00344761,0.288149
159,5249.48,0.00718219,0.0405072,0.0044072,-0.0179875,0.00338641,0.288329
160,5249.58,0.00714805,0.040429,0.0042988,-0.0184392,0.00359269,0.288579
161,5249.68,0.00744385,0.0397012,0.00429219,-0.0180747,0.00358236,0.288343
162,5249.78,0.00786623,0.0393819,0.00430945,-0.01792,0.00366057,0.288324
163,5249.89,0.00788627,0.0399499,0.00437555,-0.0181006,0.00367986,0.288336
164,5249.99,0.00725176,0.0397406,0.00443467,-0.018134,0.00360975,0.28844
165,5250.09,0.00735388,0.0401297,0.00441102,-0.0179281,0.00378259,0.28829
166,5250.2,0.00711635,0.0411256,0.00439368,-0.018008,0.00369642,0.288248
167,5250.29,0.00709189,0.0411932,0.00442585,-0.0181478,0.00367673,0.288416
168,5250.4,0.00773625,0.0403358,0.00444697,-0.0179394,0.0036341,0.28826
169,5250.5,0.00841116,0.039831,0.00448524,-0.0178784,0.00355418,0.288315
170,5250.59,0.00818389,0.0403479,0.00430163,-0.0180368,0.00358597,0.28854
171,5250.69,0.00862679,0.0402367,0.0043262,-0.0181541,0.00346075,0.288644
172,5250.79,0.00882116,0.039807,0.00421625,-0.0179514,0.00354732,0.288517
173,5250.89,0.00881202,0.0397612,0.00422058,-0.0179192,0.00362113,0.288354
174,5251,0.00883311,0.0403217,0.00415136,-0.018139,0.00361807,0.288221
175,5251.1,0.00904236,0.0408852,0.00402194,-0.0180548,0.00371087,0.288283
176,5251.2,0.00922145,0.0396837,0.00413012,-0.0179951,0.00347038,0.288142
177,5251.3,0.00944287,0.0397669,0.00415641,-0.0178794,0.00365593,0.288374
178,5251.4,0.00966393,0.0404055,0.00412812,-0.0179544,0.00359808,0.288407
179,5251.5,0.00923431,0.0395876,0.00409888,-0.0181198,0.0035315,0.288283
180,5251.6,0.00917634,0.040036,0.00414371,-0.0181063,0.00365111,0.28831
181,5251.7,0.00892875,0.0401264,0.00405581,-0.0180663,0.00360616,0.288258
182,5251.8,0.00928895,0.0404574,0.00411849,-0.0182615,0.0035843,0.288411
183,5251.9,0.00920259,0.0405049,0.00409642,-0.0181333,0.00371482,0.288395
184,5252,0.00913215,0.0397949,0.00409205,-0.0177965,0.00364689,0.288338
185,5252.1,0.00895157,0.0400366,0.00415356,-0.0178935,0.00368529,0.288397
186,5252.21,0.00891138,0.0402037,0.00391105,-0.0178251,0.00387646,0.288394
187,5252.31,0.00916208,0.0398653,0.00389029,-0.0178083,0.00376125,0.288386
188,5252.41,0.00913688,0.0399389,0.00392666,-0.0177397,0.00355502,0.288436
189,5252.51,0.00896355,0.0404428,0.0038258,-0.0177795,0.00377174,0.288468
190,5252.61,0.00874948,0.0404282,0.00391173,-0.0179601,0.0036958,0.288283
191,5252.71,0.00894261,0.0400205,0.00400124,-0.0179374,0.00356865,0.288221
192,5252.81,0.00895342,0.039954,0.00395984,-0.0178886,0.00364255,0.288247
193,5252.91,0.00957871,0.0402908,0.00404879,-0.0179456,0.00366308,0.28806
194,5253.01,0.0100725,0.0405459,0.00410193,-0.0177834,0.00365563,0.288283
195,5253.11,0.0109299,0.0404852,0.00414736,-0.0177693,0.00363383,0.288077
196,5253.22,0.0110281,0.0399195,0.00396436,-0.017673,0.00388763,0.287793
197,5253.31,0.0116068,0.0404351,0.00405938,-0.0177415,0.00374401,0.287583
198,5253.42,0.0126504,0.0394886,0.00407593,-0.0174733,0.0037394,0.2873
199,5253.52,0.0140479,0.0398153,0.00422788,-0.0175267,0.00374001,0.286481
200,5253.62,0.0140424,0.0397174,0.0041798,-0.0172507,0.00392006,0.285548
201,5253.72,0.014941,0.039311,0.00416104,-0.0171953,0.00374501,0.285957
202,5253.82,0.0155935,0.0380974,0.00429178,-0.0172299,0.0038817,0.285257
203,5253.92,0.0162943,0.0373625,0.0043501,-0.017242,0.00386628,0.285681
204,5254.02,0.0166232,0.0380119,0.00451683,-0.0173646,0.00382208,0.284803
205,5254.12,0.0171005,0.0379589,0.00459109,-0.0173205,0.00389274,0.2845
206,5254.22,0.0180409,0.0379392,0.00448652,-0.0172075,0.00390595,0.284276
207,5254.32,0.0193007,0.03674,0.00470787,-0.0171032,0.00403166,0.283889
208,5254.42,0.0194688,0.0367523,0.00461138,-0.0168544,0.00402911,0.282882
209,5254.53,0.0200209,0.0369003,0.00461098,-0.0168782,0.00400471,0.282651
210,5254.63,0.0203368,0.0354546,0.00466583,-0.0169207,0.0041976,0.282739
211,5254.73,0.0206994,0.0356334,0.00460872,-0.0168922,0.00417815,0.282749
212,5254.83,0.0210001,0.0367836,0.0046763,-0.0170298,0.00402489,0.282686
213,5254.93,0.0219585,0.0369894,0.00467411,-0.0168611,0.00413438,0.282472
214,5255.03,0.0223289,0.0369083,0.00455562,-0.0168102,0.00419653,0.282564
215,5255.13,0.0226175,0.03703,0.00444771,-0.0167641,0.00408942,0.282666
216,5255.23,0.0228481,0.03711,0.00444776,-0.0168473,0.00410775,0.282401
217,5255.33,0.0239709,0.0372068,0.0044087,-0.0168122,0.00413962,0.282316
218,5255.43,0.0257596,0.0371771,0.00436169,-0.0168089,0.00388181,0.282052
219,5255.53,0.0240258,0.0457525,0.00251422,-0.0173039,0.0150655,0.282563
220,5255.63,0.0353597,0.0572375,-0.0088282,-0.0217477,0.103959,0.280864
221,5255.74,0.0369837,0.0610422,-0.0118911,-0.0315954,0.132838,0.277425
222,5255.84,0.0341597,0.063432,-0.00881186,-0.0316859,0.10983,0.276786
223,5255.94,0.028574,0.0578634,-0.00615073,-0.0261789,0.0749987,0.276466
224,5256.04,0.0360492,0.0527431,-0.00352601,0.000313609,0.00677983,0.279689
225,5256.14,0.0707957,0.0500422,-0.00101904,-0.0100089,0.0128237,0.270407
226,5256.24,0.104846,0.0520826,0.0029177,0.00124664,0.0076202,0.268867
227,5256.34,0.148301,0.0594952,0.00071675,0.0102752,0.00942085,0.27237
228,5256.44,0.184304,0.0717828,-0.00107637,0.00752542,0.0197759,0.261916
229,5256.54,0.206764,0.0764667,0.00192037,0.00492907,0.0136668,0.263533
230,5256.64,0.233095,0.0853376,0.00328328,-0.00457531,0.0118131,0.272874
231,5256.74,0.248849,0.0907255,0.00222607,-0.0128562,0.0075542,0.266836
232,5256.84,0.261598,0.100464,0.00280116,-0.0188076,0.0015975,0.267319
233,5256.95,0.284958,0.105854,0.00249642,-0.0159483,-0.00984721,0.273632
234,5257.05,0.320377,0.106302,2.73145e-06,-0.0184111,-0.0122316,0.268082
235,5257.15,0.37789,0.112775,-0.000202023,-0.00045493,-0.00773832,0.270707
236,5257.25,0.446431,0.124547,-0.0025599,0.000487319,-0.00808914,0.277113
237,5257.35,0.504752,0.135028,-0.00458128,0.000976763,-0.00157616,0.268906
238,5257.45,0.569603,0.135847,-0.000318658,0.0205042,0.0214684,0.266864
239,5257.55,0.618171,0.144854,-4.30229e-05,0.00698012,0.011357,0.273182
240,5257.65,0.650794,0.149026,0.00446153,-3.67284e-06,0.0128261,0.273409
241,5257.75,0.678285,0.148378,0.00965776,0.0122753,0.0367757,0.267678
242,5257.85,0.697165,0.153075,0.0132977,0.00143322,0.0107767,0.27121
243,5257.95,0.714739,0.156274,0.0118149,0.00237276,0.00799816,0.276339
244,5258.06,0.740297,0.159329,0.00729211,-0.0021052,0.0120311,0.270767
245,5258.16,0.750636,0.161946,0.00929046,-0.0052764,0.00780785,0.270508
246,5258.26,0.768445,0.154101,0.0117433,0.00529382,0.001616,0.274866
247,5258.36,0.791868,0.156363,0.00798007,-0.00645259,0.00229506,0.266237
248,5258.46,0.822533,0.171222,0.0056497,-0.0159573,-0.00451219,0.265536
249,5258.56,0.865498,0.191219,0.00430925,-0.0165385,0.00254303,0.271971
250,5258.66,0.921131,0.198528,0.00218791,-0.0209932,0.00243641,0.26369
251,5258.76,0.980376,0.213075,-0.0024861,-0.0152851,-0.00155904,0.26491
252,5258.86,1.05685,0.23454,-0.00358333,-0.0199568,0.00838734,0.27226
253,5258.96,1.13656,0.258374,-0.00523202,-0.0199273,0.0148407,0.258581
254,5259.06,1.20786,0.276527,-0.00919657,-0.014586,0.0271651,0.193481
255,5259.16,1.26152,0.268681,-0.00887446,-0.0185104,0.0220196,-0.00159854
256,5259.27,1.27256,0.223455,-0.00267594,-0.0362991,0.0175922,-0.275712
257,5259.37,1.29461,0.199044,0.000778761,-0.0661928,-0.00129197,-0.529121
258,5259.47,1.34553,0.185697,0.000366027,-0.0781968,-0.0323943,-0.608671
259,5259.57,1.38969,0.150943,-0.000126427,-0.0827114,-0.0219079,-0.632733
260,5259.67,1.44679,0.0971368,-0.00602254,-0.0576829,-0.00646821,-0.634089
261,5259.77,1.49488,0.0371533,-0.00812254,-0.0357339,-0.00727917,-0.628329
262,5259.87,1.54149,-0.00151916,-0.00464473,-0.0308884,0.00112976,-0.625785
263,5259.97,1.58593,-0.0400668,-0.00831209,-0.0151681,0.0205315,-0.631653
264,5260.07,1.6147,-0.0692159,-0.00417375,-0.0238666,0.00761499,-0.633186
265,5260.17,1.65221,-0.0850304,3.01634e-05,-0.0302876,0.00606991,-0.622737
266,5260.28,1.67392,-0.0917682,-0.00149514,-0.0363677,-0.00467551,-0.628983
267,5260.37,1.71315,-0.107128,-0.00271921,-0.0521031,-0.0148368,-0.627905
268,5260.48,1.76161,-0.131257,-0.00327311,-0.0621859,-0.00518583,-0.617136
269,5260.58,1.80972,-0.163921,-0.00245655,-0.0616571,-0.00354049,-0.626102
