T_HIP,T_THIGH,T_CALF,Environment
0.0013119880072188037,0.010390058962651452,0.002546155321972734,Parking
0.0006969473210437888,0.0068742591686052614,0.0016878975693594605,Parking
0.0009971582702448477,0.00985879358216649,0.0024127774485005627,Parking
0.000945087909855222,0.006994068486113352,0.0017023286467749415,Parking
0.00013834928125419204,0.00113248645291005,0.00027786035634399554,Parking
0.0021227167713093998,0.016737273527509672,0.004098393738649823,Parking
0.0011549398032157875,0.013373645590834303,0.0032803189483400033,Parking
0.001280735720695279,0.011289973161480385,0.0027714947233632506,Parking
0.0010597709589429787,0.013105922858187529,0.0032178112971917474,Parking
0.0012332342392179882,0.007321670290606199,0.0017652883510321145,Parking
0.0006873851276445558,0.003765894222867457,0.000884689538237308,Parking
0.0022045615607528208,0.017880832441092277,0.0043823097368494495,Parking
0.0017134636861929513,0.015620136616132414,0.0038147650331284305,Parking
0.0009613193985226903,0.007717053864027376,0.001893183469498961,Parking
0.0019595661303684056,0.021686822807427012,0.005322096274613,Parking
0.0008267112461042614,0.007362661708764445,0.0017912575245207039,Parking
0.0006988011882550411,0.008704392842421877,0.0021373235865412865,Parking
0.001447606990600956,0.014740087085756942,0.003607039318774617,Parking
0.0017734451693634209,0.013581357402924122,0.003321495675812271,Parking
0.0008354164359812613,0.008325241174827929,0.0020352711898767696,Parking
0.0017763704780330333,0.016925130787965086,0.004155618307796419,Parking
0.002980876543797184,0.009900387961729113,0.0020570062467616186,Parking
0.0007972711162653106,0.0030444305110592425,0.0006755129810533232,Parking
0.0023770999876417238,0.00776782072927954,0.0016023383610261255,Parking
0.0005689803667737104,0.004311425849903243,0.0010386093927736658,Parking
0.0005518273864233725,0.005289431720965955,0.0012983587114822892,Parking
0.0006173502387700493,0.0012637942561679427,0.0001401865546540936,Parking
0.001168728721245651,0.007246085432374311,0.001753499464152207,Parking
0.0009775314012391725,0.009689943901148109,0.002378826212729684,Parking
0.0011893395433187192,0.0077903750302808035,0.0018949208934624004,Parking
0.0017701485786069647,0.011929978089272817,0.002905948234838153,Parking
0.0006520018661775593,0.006911502313245448,0.0016955395218207073,Parking
0.002955128963301114,0.022918116738927047,0.005617658358481252,Parking
0.0008621542586821036,0.005028981766308995,0.0011905143929428726,Parking
0.0008035761241694709,0.007716285483057474,0.001892294843718337,Parking
0.001648392689441337,0.01693280709070067,0.004156239474920395,Parking
0.0015143767243559346,0.010384197683041201,0.0025359855510498686,Parking
0.0015406511501330896,0.011892499872019397,0.002908541865358493,Parking
0.0010884834667411135,0.00936549702577475,0.0022955881132901133,Parking
0.0011639759342265492,0.010862515461250461,0.002643768512529873,Parking
0.0005446155838784696,0.005489283554080425,0.0013467455230139942,Parking
0.0016214598557775211,0.01435673648500251,0.0035155987023743744,Parking
0.0011080691059412971,0.006941908758811108,0.001676352234500557,Parking
0.00025253724757306643,0.0029836778060848483,0.0007328554761763568,Parking
0.00127401285309948,0.011525074090955944,0.002824494946277832,Parking
0.0013927083637842478,0.009594087939107824,0.0023447726597503626,Parking
0.0010162615949166791,0.012562374031816877,0.0030818486821024556,Parking
0.001160703441908579,0.010901466201566375,0.0026749710377376766,Parking
0.0010881953017568657,0.0074588227259332444,0.0018202125300579805,Parking
0.0007019076947403106,0.005696052733109064,0.0013912114869126734,Parking
0.0010180068069360925,0.013367181062844952,0.003283999869133673,Parking
0.0007536195859653179,0.007474982608962408,0.0018272909230234457,Parking
0.0014180447636559805,0.010086214931023746,0.0024662229861955078,Parking
0.0005221152871775587,0.004456060396830524,0.0010937953945389987,Parking
0.0008463398957813866,0.005347434809603829,0.0012761885017325675,Parking
0.0007353628884818963,0.003467454976248981,0.0007981243631823874,Parking
0.0013999061560132347,0.011937642744226087,0.002926290830513112,Parking
0.00104394793246737,0.008586904798931561,0.0020870524970758968,Parking
0.0006000514592153558,0.006003784417761731,0.0014651555018341067,Parking
0.0016741201502466355,0.015020311176009644,0.0036865494829155356,Parking
0.0004198271421206911,0.004081345735626306,0.0009948171540559508,Parking
0.0022028957837753184,0.015888568521057002,0.0038912293252562303,Parking
0.0015475319627243648,0.011051975376817923,0.0027071572482749357,Parking
0.0010960103486968098,0.008852912333220074,0.002172488215308738,Parking
0.0030817333244254823,0.023235872832177058,0.005698392130066406,Parking
0.00167785556080151,0.01251323069973787,0.0030645818015277606,Parking
0.001293956556146868,0.010218931753278747,0.002507590689565843,Parking
0.0026876708876605302,0.022927279112356376,0.005626454094700863,Parking
0.0013766557745119277,0.011249574448995875,0.00275524358472082,Parking
0.0007786766089742915,0.006782365521933886,0.0016649146953367448,Parking
0.002328807241595963,0.01853855098219602,0.004544152010129809,Parking
0.001364204435301735,0.010205949090966268,0.0025000339395312406,Parking
0.0009502177127501809,0.007061635376582771,0.0017285950255952291,Parking
0.002628884582000193,0.018750243974433558,0.00458952458151655,Parking
0.0009827614415227354,0.007882423900969554,0.0019288790098737085,Parking
0.00120356058391814,0.008607551767671784,0.002100451014830098,Parking
0.0013439131988231894,0.010241671283363318,0.002496072061722396,Parking
0.001631122059188102,0.012469690171315415,0.003055768241802889,Parking
0.000678402891768473,0.006600954196798807,0.0016141038437122175,Parking
0.0013507504478214795,0.007764122543800768,0.0018644531648443496,Parking
0.0006480521479552885,0.004702671391246687,0.0011535100372454389,Parking
0.0009101517352954231,0.005919532453311891,0.0014091059784028302,Parking
0.001385313173342987,0.011287529645026162,0.002761728367510239,Parking
0.00042424157698063884,0.0037094717324043817,0.0009026646124324413,Parking
0.000782939647081805,0.0037107119724826354,0.0008632797704866252,Parking
0.0007600411526718315,0.006357345103716059,0.0015539367838165268,Parking
0.001247291271573343,0.009513538973768573,0.0023322377457953344,Parking
0.0005065675426334341,0.003115323910424389,0.0007382655123158608,Parking
0.0006117744342489003,0.006265691991675622,0.0015305636063747768,Parking
0.0007824832583937115,0.009427350234866249,0.00231308938919094,Parking
0.0008435250787841248,0.006059620122657446,0.0014749631005598353,Parking
0.0013027771240436386,0.01074151007399781,0.0026362196490584563,Parking
0.0007408949361841911,0.008312323573526492,0.0020415357233497353,Parking
0.000664300773241821,0.005917068030244338,0.0014410504830606396,Parking
0.0012277387957299356,0.00943139603338963,0.002303185022820369,Parking
0.00031418861056408174,0.0023360743175870045,0.000565750594704657,Parking
0.0007857554972855044,0.0032798242659239692,0.0007311259467674871,Parking
0.0007151088213779803,0.004346836443172866,0.0010436340867134004,Parking
0.0006433700059313499,0.004738656067384411,0.0011611076525158141,Parking
0.0009469753767572314,0.005894164997320181,0.0014126592392252,Parking
0.0006603250158151634,0.006208779122998902,0.0015154099346252042,Parking
0.0012671080818676252,0.012460273955171304,0.003055894634317655,Parking
0.0011153779877472467,0.00931567780641209,0.0022768867838591778,Parking
0.0006919336085041299,0.007509809688684082,0.001843965147844246,Parking
0.0023705209524874735,0.02113848238252788,0.005187693254444689,Parking
0.0019537842137378135,0.013940144652238735,0.003414005705237796,Parking
0.0010952618269258385,0.010578426218739449,0.00259734412206839,Parking
0.002617249548994169,0.019749426061068477,0.004836703362895958,Parking
0.0008939491742740116,0.006581983534058822,0.0016141440835060064,Parking
0.001043041435203237,0.00678841196553408,0.001636900439585022,Parking
0.0013330428238619784,0.010060358425705079,0.0024614506475478634,Parking
0.00031001012393426785,0.0026315248015200883,0.0006379099541966449,Parking
0.0005205399917483409,0.0033161620589457425,0.0007924267448568941,Parking
0.0006529448530613677,0.004305655963978418,0.0010470814486531468,Parking
0.0003077761857656331,0.0033459494780148937,0.0008217815067949605,Parking
0.0007041135812990742,0.003965680046500023,0.0009508581096117208,Parking
0.0006245486494962724,0.006422043683795588,0.0015695116432844765,Parking
0.0006492357461615854,0.007852696580595897,0.001927531642866596,Parking
0.0005631455303427821,0.0020230741824357043,0.0004412228580335695,Parking
0.0009309931807103594,0.008569182332649906,0.002101443261301568,Parking
0.0011169826331341253,0.013216835251266412,0.003246546716711049,Parking
0.0008066963656871211,0.006144127239680119,0.0015061529590195688,Parking
0.0015516431264399864,0.011358504180636235,0.002781395232498873,Parking
0.0011139063400638063,0.009823272344145035,0.0024061113427693154,Parking
0.0007182486270526765,0.008014399374309963,0.001967967470389407,Parking
0.0020548800090309477,0.014475973932542404,0.0035418573537996734,Parking
0.0020311943767794653,0.014751889529125305,0.003616986049277729,Parking
0.0011376891625641328,0.01088388689095387,0.0026686232926085734,Parking
0.0025732089822716334,0.019164489516463188,0.004697656583004594,Parking
0.00089044380271327,0.006877337781523387,0.0016871101022856128,Parking
0.0009418435332935696,0.006335254061713286,0.001538509908429024,Parking
0.002075565028566161,0.015146544380989179,0.0037105709184347187,Parking
0.0007698607747586469,0.008990438147655176,0.002207555212752018,Parking
0.0006570887237091714,0.0030942075506767814,0.0007172343651343798,Parking
0.0006509319792902758,0.005425034604704238,0.0013207146254335474,Parking
0.0011562710259742362,0.00913043659895844,0.002240381282884684,Parking
0.0004058684677881217,0.002647119358751955,0.000638957993118615,Parking
0.000829730164535356,0.0055157483733383065,0.0013332951386235863,Parking
0.001174141813421149,0.00807952499575577,0.0019736661229815627,Parking
0.0008976234095061282,0.007721888034692815,0.0018954627321888299,Parking
0.0024573480969077204,0.018518947205284915,0.00454009818494743,Parking
0.000997530634507535,0.0084474299733836,0.0020695502243531076,Parking
0.00147451135562911,0.0110896284165708,0.0027191342969587677,Parking
0.0025891303429331465,0.024018937818174685,0.005897133346531196,Parking
0.0012308155107199547,0.012110900049222398,0.0029717590707735385,Parking
0.0005272089480862213,0.005759616974339546,0.0014118722973506474,Parking
0.0012508519812180722,0.015798972239744732,0.003879799451967484,Parking
0.0011927397015386034,0.012096116294937124,0.0029703452492096548,Parking
0.0011182858097278038,0.007220834248417081,0.0017543393931281602,Parking
0.0012436274707654173,0.010830161041981633,0.0026565551447883763,Parking
0.0009743319104516913,0.01257888224137073,0.0030889053708883568,Parking
0.0018465875306738523,0.013891660210205352,0.003403890783429908,Parking
0.0015940405036111807,0.011369495817618772,0.0027841896893683995,Parking
0.0008128435639583993,0.006711557670048899,0.0016351492163931844,Parking
0.001356392503151269,0.009186756817241837,0.0022352185342980886,Parking
0.0008078881085580845,0.0058970825059864165,0.0014423363807546722,Parking
0.0011146229479743917,0.006878019396273854,0.0016594004439241567,Parking
0.0003935623387547203,0.0022792346268227367,0.0005382527486201026,Parking
0.0010925299115624061,0.00821330462996246,0.002014980213056359,Parking
0.0006640899710807597,0.00477706114447345,0.0011553650545558568,Parking
0.0010068403553332092,0.007937991852809996,0.0019288788238358385,Parking
0.0008551540229583993,0.010206277161965342,0.002506954054459452,Parking
0.0008990755018648042,0.007481833109259213,0.001810809848970953,Parking
0.0006810809251057815,0.007088534563662714,0.0017314246798712071,Parking
0.002275282996202523,0.024048439802836333,0.005902968708612637,Parking
0.0010646192405206123,0.0068428246834679905,0.001654280282490398,Parking
0.0008190216323814828,0.00970370805782206,0.0023833923203957687,Parking
0.0017439897327816236,0.013245115911243607,0.0032435294704288966,Parking
0.0019565406693159227,0.013478016565095823,0.00329338397898419,Parking
0.0008632788136470678,0.009411016499915516,0.0023092701975007584,Parking
0.0015608086604028926,0.011816446515270444,0.002895770225135893,Parking
0.0017099779239902507,0.012107960583621685,0.002956486815755007,Parking
0.001202374916293753,0.008763303544660301,0.0021389619384950243,Parking
0.0020960758505773327,0.017946093072456475,0.004404441156654145,Parking
0.0014706752605076383,0.014325275636433236,0.003513251436514012,Parking
0.0008343832101567417,0.00842604786932148,0.0020648434642416354,Parking
0.0023476102772660456,0.021250295929012158,0.005216816649776261,Parking
0.0013123323069260551,0.01187302052708045,0.002909483539377803,Parking
0.0002865978362668826,0.0034613199776969282,0.0008491570263623676,Parking
0.00232945575120059,0.017821239571441674,0.00436695960535757,Parking
0.001380120262040235,0.009870946348454736,0.002418084838908952,Parking
0.0014513142699094075,0.011016828804448186,0.00270092560888654,Parking
0.0024077812959834807,0.01727903191819036,0.004232247235937621,Parking
0.0022805895432700014,0.01643936649662043,0.004031039417576155,Parking
0.002286746314461533,0.016991659067966625,0.004168745063405928,Parking
0.003527321615112521,0.027410072165870644,0.00672427465558375,Parking
0.0011431052429777273,0.009721051766702998,0.0023689925405419986,Parking
0.00041588921309305906,0.004184793820294695,0.0010251474336774938,Parking
0.0023624521696325065,0.020222082355321535,0.0049534029777925735,Parking
0.0010993626084447965,0.00936882955735616,0.002299697028268114,Parking
0.0005634642676875571,0.0013273282453627965,0.0002082066479124154,Parking
0.0008382625894559358,0.005820664297538454,0.0014180946084035705,Parking
0.0011488771126538042,0.009289099519628355,0.002279579239620237,Parking
0.0005030271293649853,0.0020622944784306186,0.00046178934326402603,Parking
0.0012820407279177022,0.008866358720191935,0.002162165468104025,Parking
0.0011656154740794095,0.00916757133418845,0.0022496336552634087,Parking
0.001208463969700634,0.008488402570305762,0.0020760452300556355,Parking
0.001990995289850338,0.014142717705954428,0.003461945781838332,Parking
0.0014797462325954584,0.01140454858163257,0.0027981353103857126,Parking
0.0016075652464220627,0.011946991399831693,0.0029292144085192,Parking
0.0032067250066000266,0.023245996676863525,0.005698463820031564,Parking
0.001163787418768223,0.007843673867945771,0.0019129381283646675,Parking
0.0009867067542150268,0.005652488393701542,0.0013579820896515561,Parking
0.002764456291979536,0.01955124710298179,0.004778778523638419,Parking
0.000968246135753647,0.009094002936411043,0.0022323249431628416,Parking
0.0008540625559352237,0.0034630579147895517,0.0007833638006802772,Parking
0.0008183710466920951,0.008325426105517135,0.0020317805796097703,Parking
0.0014084731862217884,0.010201990113902893,0.002501312053633619,Parking
0.001238281143815168,0.010675652251656313,0.002616272813937069,Parking
0.0012059495331049241,0.007418871683578546,0.001795732640332907,Parking
0.001000623823116083,0.007259125258932667,0.0017806721073628288,Parking
0.0014366130402634356,0.014235349311341204,0.003485590150220462,Parking
0.0005249611916250768,0.003851771874815307,0.0009371485812748212,Parking
0.001433768243845611,0.01562318470478982,0.0038363606931071333,Parking
0.0009665159665338493,0.007747003325853323,0.0018802592808302274,Parking
0.0007024202973869866,0.006520586318484281,0.0015857179398451337,Parking
0.0013586344908173861,0.016877732442231418,0.004146116411190598,Parking
0.0003313474740377219,0.001409598575593013,0.00032129611638426274,Parking
0.0010048494942350606,0.009771310781765526,0.0023898435922238307,Parking
0.0007576612415129613,0.008928080742235773,0.00219141042907881,Parking
0.0009203345813845029,0.012067268863096284,0.0029640107470270505,Parking
0.0005344205402010318,0.003061793378450757,0.0007346720393132622,Parking
0.0015133789990458457,0.012914333791417648,0.003165774517425269,Parking
0.0009192655119436011,0.009781261487824053,0.0023946684651420533,Parking
0.003268615096907041,0.0230603162900436,0.005641054766671196,Parking
0.0008507776077113804,0.006200868016821954,0.0015191517198215668,Parking
0.0013251772509913864,0.007229357756301814,0.0017173151984260498,Parking
0.002317355511534938,0.01874880784947083,0.004591436194811693,Parking
0.001756543300213815,0.01279077110251706,0.003137861681116905,Parking
0.0009496605552281788,0.009489616654904838,0.002327834173719836,Parking
0.0019070675237745512,0.013827249030851292,0.003385428084543177,Parking
0.0017376726088897808,0.014462501777877747,0.003547674066727729,Parking
0.0013990911790722864,0.010133816844858494,0.002485821724471897,Parking
0.0025384059166638703,0.02206093846810183,0.005412155144197473,Parking
0.001888477710680392,0.021958900880253335,0.0053868645355308565,Parking
0.0010779762895382827,0.007700911490411641,0.001887011741024334,Parking
0.0030530059935720967,0.026970512379930395,0.0066087559383905346,Parking
0.0011901827846754753,0.011364616113937256,0.0027837759739643125,Parking
0.0006396005653748343,0.002948476196172503,0.0006847122080776769,Parking
0.002305194957650684,0.01567265491867981,0.0038245407457894766,Parking
0.0012842434748102551,0.009485093859806707,0.002322938448772301,Parking
0.0015116387825199267,0.010601196927163657,0.002592975016070641,Parking
0.0014076602915511975,0.009823757849073304,0.0023982110372715647,Parking
0.0016080241879119705,0.012061810861329863,0.0029535109646844247,Parking
0.0007054877248907687,0.006520234866678288,0.0015999927799425849,Parking
0.002907405008926582,0.020588045162415164,0.0050369334534757365,Parking
0.000980903673034147,0.007911181963594194,0.0019414987728715253,Parking
0.0012499259422894557,0.007737810664565553,0.001870025876054678,Parking
0.0017659242110756863,0.012767807725086207,0.0031263999765639918,Parking
0.0007973661874201804,0.008996402967931959,0.0022090993136199195,Parking
0.0006614789305067445,0.0025355269622743906,0.0005564908797744099,Parking
0.0007846513063780638,0.004837265602188094,0.0011689908632834503,Parking
0.0014720662865764765,0.011370284633675386,0.002789436078799932,Parking
0.00029641330638463845,0.0009048817047258752,0.00018018948702534752,Parking
0.0009478446153055726,0.005855015758992932,0.001411576895941541,Parking
0.0015287425615122033,0.011307705324958051,0.002774212526894033,Parking
0.0006516329327522713,0.005329180720883082,0.0012884163500894445,Parking
0.002214397398261081,0.016680563214716667,0.004088779170476468,Parking
0.0006715862443774366,0.004772223293559169,0.0011688860659059587,Parking
0.0007440062302725282,0.0033160911135916627,0.0007525136621387412,Parking
0.0015107740300919707,0.010756242117813177,0.002630392103058096,Parking
0.001152690847943695,0.008869280237587738,0.0021763272992290287,Parking
0.0005399912559871302,0.0014569796732491907,0.00027007029040534,Parking
0.000784572742205174,0.0052630774215170996,0.0012591209106830956,Parking
0.0015292488077867656,0.012820628734211323,0.003146439877781769,Parking
0.0006870649625594332,0.0035864588372972236,0.0008438914916473286,Parking
0.000823697515159147,0.006966340039141796,0.0016927128825645094,Parking
0.0009787934863884282,0.011713802571702856,0.002876903973539559,Parking
0.0010665936858073285,0.008945202095662208,0.0021798860910050375,Parking
0.0011114965199729141,0.007448856634777532,0.0018154373772340773,Parking
0.0008311210171950044,0.007453501641784133,0.0018272056380729171,Parking
0.0016195321027326162,0.01079820351044359,0.0026264838772533518,Parking
0.000689526365173966,0.004472064418343475,0.0010869375937896026,Parking
0.0012135335582722526,0.009444557322727667,0.0023118929848360676,Parking
0.0011142790435949318,0.0073345671608906465,0.0017861932805338307,Parking
0.00044754056208295317,0.004821583772987091,0.0011813234416514122,Parking
0.0016062512327629356,0.011510981984369187,0.002821661624532353,Parking
0.0006392967167760671,0.00487253059935882,0.0011904861676293108,Parking
0.001207878514028227,0.008742524411498028,0.002142803513449462,Parking
0.0003184027151748525,0.0029542854615090485,0.0007252514049992462,Parking
0.0006828063391049925,0.003121458349159935,0.0007216239164620763,Parking
0.0008721798566139931,0.009395145555043978,0.0023041596796658913,Parking
0.0007599307152310017,0.007917185591862113,0.0019425877381290873,Parking
0.0010844829846675475,0.007955872614707647,0.0019494949167707671,Parking
0.0007901937518808812,0.00845305788429546,0.0020686509308657005,Parking
0.0010535875469473174,0.013300139601206545,0.003266839002214425,Parking
0.002279133603925593,0.019396008964865603,0.004756746591722823,Parking
0.0008240969499625844,0.006517491420380318,0.0015966188534583257,Parking
0.002074335160211831,0.02254601742846901,0.005536769687132114,Parking
0.0024997984312479515,0.019637129762917437,0.004815299367212305,Parking
0.002104963520067671,0.015148212110231452,0.003712193091751133,Parking
0.0016370285204937724,0.01322359851082524,0.0032425378132106657,Parking
0.002552887647914812,0.018273043959830322,0.004472152476756336,Parking
0.001552401431933684,0.011163083588818531,0.0027370498833077816,Parking
0.001057595768854305,0.0077569353851698235,0.001901487503516496,Parking
0.0015069693432398364,0.010985393659325403,0.002691900843479432,Parking
0.0005111346198247884,0.0025511068067739355,0.0005886810447551837,Parking
0.0007030631883631349,0.008142475201500951,0.0019996570641436268,Parking
0.0008742945838741027,0.004954352927111053,0.001186053676153785,Parking
0.001064348907113965,0.006419198408832601,0.0015503923948125594,Parking
0.0005013041532600462,0.005453017233413808,0.0013381622288627854,Parking
0.0009316788019889259,0.00975547739755673,0.0023826189884308953,Parking
0.0012496456006877055,0.00891597508073622,0.0021813060060182562,Parking
0.0009715285410607333,0.005342852989155528,0.0012666193579137632,Parking
0.0018051098199548372,0.010914144317859946,0.0026121166098585823,Parking
0.0011640166304123735,0.007787989070113709,0.001898421617842586,Parking
0.0022003746813825252,0.011109179378793929,0.002614598555213285,Parking
0.002072598911262037,0.012715741077014835,0.0030769874398703626,Parking
0.0008774018958823491,0.009458077957917595,0.002316011778388752,Parking
0.0011977965519020025,0.011882968294692169,0.0029178824226037507,Parking
0.000624874398022462,0.006078639447064124,0.001486166431442753,Parking
0.0009803800697002108,0.010246088007406631,0.0025095439144504524,Parking
0.0011443622033852087,0.011501761704952464,0.0028225271665442064,Parking
0.0007883110480217147,0.009185831791971475,0.0022521839121382404,Parking
0.001268575136651856,0.007257150866127356,0.0017419240134505882,Parking
0.0007977659660031289,0.008751796786458505,0.0021466782623846274,Parking
0.0012022580371563436,0.010260084686616645,0.0024877274938804738,Parking
0.0012086333852850903,0.00848525990079995,0.002061457790889415,Parking
0.00043538161029969277,0.005484962102478089,0.0013462080278583265,Parking
0.001049517231894186,0.008004334889214459,0.0019384505632958383,Parking
0.0005342518585238655,0.0034835301896064264,0.0008322354265730016,Parking
0.0009100203494217028,0.009100608528184914,0.002232691381983804,Parking
0.000592270772935627,0.004749144621151007,0.0011494972827514676,Parking
0.0013579690683623346,0.009525457077575442,0.0023305324584324597,Parking
0.0018169562265985303,0.013220165874938941,0.0032430820611912404,Parking
0.0014171147104498276,0.01252498670223687,0.0030663517194288938,Parking
0.0038601113138252686,0.029342729292628243,0.007194926726143334,Parking
0.001971433266543728,0.014836199369562245,0.0036400944105124343,Parking
0.0012421297407896042,0.009819252328296524,0.0024032203848337896,Parking
0.003146677791016096,0.025164114085622878,0.00617010305515837,Parking
0.0011336707189546142,0.008670802151306164,0.0021270009549169263,Parking
0.0005690576291987451,0.004398817149792406,0.0010619381703818001,Parking
0.0012198413106271624,0.008825927356975613,0.002158194921090988,Parking
0.0014822532409961813,0.010535067524841601,0.0025800580650466058,Parking
0.0007329912313702523,0.007708800040347818,0.0018921027597908569,Parking
0.0019396483244699828,0.013840054573219105,0.0033912833608395416,Parking
0.0020271835736068475,0.014798584267099657,0.003629302706769178,Parking
0.0012216923204345165,0.009786579424563244,0.0024013205294978086,Parking
0.002530694563820039,0.020157975701994044,0.004943754778632596,Parking
0.0016663992514708316,0.012874949902205375,0.0031523160195190696,Parking
0.0007429824481047247,0.008172389783209662,0.0020024438794983097,Parking
0.002943525731838852,0.023695723126209135,0.005798819352647315,Parking
0.00182180322609407,0.014000622953751487,0.0034129733790286827,Parking
0.0023480337884958587,0.00811012618426933,0.0017251535307817216,Parking
0.0023476224307134304,0.01875582543187003,0.004582779853809509,Parking
0.001640735565079763,0.006309808140963208,0.0013967884900781226,Parking
0.0003319748577252169,0.0008400719540916868,0.00014586634181479593,Parking
0.0013514387518146177,0.009011193611616878,0.002195270148238381,Parking
0.0011952109909152526,0.009272965691244714,0.0022752988005525143,Parking
0.0010624293255545763,0.006908887362023341,0.0016770490713385712,Parking
0.0015560946670552726,0.010950570386538861,0.002677356838643412,Parking
0.001482404874575802,0.012326531710246112,0.003023121333119429,Parking
0.0006523394492039949,0.005138516425087522,0.001251170601833791,Parking
0.002178702616185159,0.015106876994956152,0.003693820265749494,Parking
0.002839010055967424,0.02108164684489308,0.0051721781877796785,Parking
0.0009658395513586864,0.010612574511700739,0.002602976880964092,Parking
0.0034484495781617933,0.02463351827877705,0.006033963686811892,Parking
0.0007720223665089671,0.004588359890635411,0.001102737953416863,Parking
0.0007804987615387309,0.00491926328609223,0.0011877775239430442,Parking
0.002059905837539149,0.014711610495860257,0.0035960317311599962,Parking
0.0016647023390653816,0.01183999484693688,0.0029003777010321334,Parking
0.0023322884494741364,0.017031358695656265,0.004178246244082027,Parking
0.003151666760947655,0.023181513358013862,0.005684550175698955,Parking
0.0014643150545128852,0.014675905993305961,0.003602302350683921,Parking
0.0029226137592831864,0.021196040214441228,0.005199791562911151,Parking
0.00384012746055743,0.03345474483168704,0.008211088569289083,Parking
0.0017418246897108617,0.021570286671387835,0.005297945333173117,Parking
0.0006192759417582354,0.005814357604802865,0.0014204316650157681,Parking
0.0029512459985089985,0.02760722231792568,0.006775588429393714,Parking
0.001712161972211659,0.01329475711713258,0.003254930992699881,Parking
0.0006501431431118706,0.008166752340640357,0.00200491471738151,Parking
0.0009318710192118408,0.011389340494019629,0.0027936957558490584,Parking
0.0006101683494511282,0.00503786693108416,0.0012340990541439955,Parking
0.0006386910471563607,0.002614655650984798,0.0005928857284157174,Parking
0.0011058136300894769,0.010915358484121309,0.002680330818295762,Parking
0.001300837862157449,0.014621183926873785,0.003584458324124324,Parking
0.0007878464596509709,0.005224475120538158,0.001271189956221486,Parking
0.0006564830944126401,0.004137933576728064,0.0009856010249885288,Parking
0.001027183865778783,0.006071400819291925,0.0014322754356860532,Parking
0.0011473673414418794,0.0034366502075516715,0.0006857435857097844,Parking
0.001080456072426648,0.0073069081241513715,0.0017811860648741353,Parking
0.0008791499516120621,0.005067301390514694,0.001202186902327292,Parking
0.0011863048826340982,0.00778581396520057,0.0018911998382160995,Parking
0.00038547982026991253,0.004983873249743414,0.0012238983534865258,Parking
0.0006401463982210795,0.0016440552802218554,0.0002859473006952508,Parking
0.0009630192735349592,0.01047750351899465,0.0025648064791372873,Parking
0.0010525516331897538,0.012682268533554633,0.0031144847047921993,Parking
0.001315556554708476,0.010253291972909482,0.002501740984771037,Parking
0.0007354383112513486,0.00665733211612056,0.0016306271293518206,Parking
0.0022131441012441413,0.020033932899094928,0.004911439476261345,Parking
0.0011968829232497627,0.00968683921556373,0.0023572231249988393,Parking
0.0005165224724497839,0.006658706777170432,0.0016355592798003938,Parking
0.0009325479720587427,0.01124223689824836,0.002757576211507104,Parking
0.0005123683797187379,0.004055694711541007,0.000992378860826912,Parking
0.0008844352630012143,0.006598655021080467,0.0016084019615826349,Parking
0.0005307632279792302,0.005505035462908259,0.0013515478271150774,Parking
0.0016803947396189824,0.014040203175695095,0.0034453493703342337,Parking
0.0013787399076640918,0.009976519444649449,0.002445653196294774,Parking
0.0008469496845188624,0.0076399353797217,0.0018709432849294946,Parking
0.0005941759103442498,0.006061232349798844,0.001484137145719462,Parking
0.0029221411897096335,0.02190184536745431,0.005371006029126205,Parking
0.0016323373521158284,0.012187067383961582,0.0029901043307777823,Parking
0.000999478505888709,0.011073385906163432,0.0027194472549078607,Parking
0.0016948158279957543,0.019245044351581746,0.004726998932169546,Parking
0.0020207207089910483,0.01856966959492518,0.004558396834505634,Parking
0.0006433484014322755,0.0032364077163601294,0.0007527595491605348,Parking
0.00263179148719001,0.029914127794909793,0.007347629365586523,Parking
0.001996194599666589,0.02465751245156909,0.006049150290555853,Parking
0.0006224405639292773,0.007520632591128389,0.0018459030305722735,Parking
0.0016710014609722622,0.019343357767582222,0.004750695071557883,Parking
0.002176343572257559,0.018691564614508258,0.004577499811703569,Parking
0.000723427225350447,0.0021139290795102223,0.00041619272247073907,Parking
0.001555434272532993,0.01752065531289647,0.0043010200819076985,Parking
0.0015506452910365371,0.011778988228200825,0.002851511602772408,Parking
0.0007990645362515106,0.005407205122856881,0.0013104427406378256,Parking
0.0011612704973437344,0.009967765399635307,0.00243152264582067,Parking
0.001072455550119499,0.011406405110828945,0.002789115551749265,Parking
0.00030634146243049566,0.003030313368024117,0.0007436383440889366,Parking
0.0006036349795207029,0.004054718234412915,0.0009810627867993752,Parking
0.0011377873354489559,0.009456786724888915,0.0023160780788909863,Parking
0.0010842988614046254,0.011316041391539237,0.0027789241202629427,Parking
0.0021225190541306485,0.01787932285576218,0.004386010605566106,Parking
0.0013170056265556654,0.009719014836035237,0.0023787664732524668,Parking
0.0021176561297051606,0.016901654588679652,0.004146447491805806,Parking
0.002454306513347044,0.020309412771008475,0.0049826165071147,Parking
0.0015431586492231399,0.012954889034845759,0.0031651417638107015,Parking
0.0002892328057221705,0.002427358304001744,0.0005944355633097526,Parking
0.0029116243516719665,0.023678100720113008,0.005806418217978401,Parking
0.0011556618498113503,0.010122359997626873,0.002478853573283228,Parking
0.0004413344558986556,0.005334776060334729,0.0013104659286323802,Parking
