elapsed time,Foot 1,Foot 2,Foot 3,Foot 4,FMAG
78.286268177,324.0,782.0,713.0,90.0,1110.3913724448691
78.287744519,279.0,748.0,638.0,106.0,1027.4361294017258
78.323909595,279.0,748.0,638.0,106.0,1027.4361294017258
78.323934755,279.0,748.0,638.0,106.0,1027.4361294017258
78.323957895,279.0,748.0,638.0,106.0,1027.4361294017258
78.32399324,279.0,748.0,638.0,106.0,1027.4361294017258
78.324025279,279.0,748.0,638.0,106.0,1027.4361294017258
78.324082259,279.0,748.0,638.0,106.0,1027.4361294017258
78.324189648,279.0,748.0,638.0,106.0,1027.4361294017258
78.324223758,279.0,748.0,638.0,106.0,1027.4361294017258
78.324241818,279.0,748.0,638.0,106.0,1027.4361294017258
78.324255174,809.0,19.0,32.0,1062.0,1335.556063967365
78.324278785,809.0,19.0,32.0,1062.0,1335.556063967365
