index,time,trans_x,trans_y,trans_z,roll,pitch,yaw
374,6274.63,-1.34223,2.11744,-0.054037,0.0158638,-0.00187411,-2.50174
375,6274.73,-1.34233,2.11941,-0.0537858,0.00961833,-0.00268577,-2.50121
376,6274.83,-1.34505,2.12093,-0.050679,0.0246923,-0.00447265,-2.49492
377,6274.93,-1.35006,2.11692,-0.0505312,0.0368983,-0.00166793,-2.50409
378,6275.04,-1.3526,2.11128,-0.0486221,0.0444903,-0.00464699,-2.49381
379,6275.14,-1.3529,2.10284,-0.0471635,0.0489026,-0.00691577,-2.49101
380,6275.24,-1.34915,2.08774,-0.048608,0.030198,-0.000391713,-2.49946
381,6275.34,-1.34178,2.08339,-0.0495804,0.0261036,-0.0108485,-2.49284
382,6275.44,-1.3393,2.07454,-0.0470931,0.0284619,-0.0024544,-2.48823
383,6275.54,-1.32319,2.06101,-0.0483283,0.0411903,-0.00556819,-2.49473
384,6275.64,-1.32041,2.05488,-0.0503948,0.0946963,0.00764314,-2.48496
385,6275.74,-1.31514,2.03904,-0.0456835,0.0918619,-0.0110191,-2.48341
386,6275.84,-1.30246,2.02438,-0.0442125,0.0696624,0.00400163,-2.49501
387,6275.94,-1.28489,2.00804,-0.0474384,0.0632459,-0.00575685,-2.4865
388,6276.04,-1.27686,1.99055,-0.0459371,0.0502597,-0.014307,-2.4778
389,6276.14,-1.26142,1.97861,-0.0452653,0.0334665,-0.00205367,-2.48318
390,6276.25,-1.25174,1.96954,-0.0457417,0.0251365,-0.00682922,-2.47884
391,6276.35,-1.25244,1.96418,-0.0445002,0.0229133,-0.0158681,-2.46871
392,6276.45,-1.24563,1.96012,-0.043094,0.0162912,-0.00810619,-2.47056
393,6276.55,-1.2412,1.9615,-0.0496968,0.017779,-0.0057993,-2.47
394,6276.65,-1.24295,1.96644,-0.0490386,0.0283553,-0.0107994,-2.4658
395,6276.75,-1.25007,1.96921,-0.0467841,0.0365955,-0.0224583,-2.46492
396,6276.85,-1.26403,1.96476,-0.0496688,0.0333758,-0.0165476,-2.47052
397,6276.95,-1.2838,1.95546,-0.047263,0.0400237,-0.0280257,-2.46276
398,6277.05,-1.308,1.93759,-0.0479496,0.034882,-0.0259796,-2.46462
