angular_v_mag,Environment
0.0007266435808813011,Indoor
0.0009459430656339736,Indoor
0.001403055067230435,Indoor
0.0018133805861219533,Indoor
0.00014486440729178437,Indoor
0.0006843948604424202,Indoor
0.0008175274989258774,Indoor
0.0012428192978064024,Indoor
0.0025723605628682773,Indoor
0.057921206719218125,Indoor
0.13818486093537236,Indoor
0.03773298640836822,Indoor
0.1792994171012834,Indoor
0.07942042902720245,Indoor
0.41937853721133955,Indoor
0.050871745202346844,Indoor
0.052723166965789346,Indoor
0.16040910666670394,Indoor
0.10833005469494603,Indoor
0.07065487328613645,Indoor
0.12396254230323975,Indoor
0.06660781356259642,Indoor
0.036780433232496045,Indoor
0.1062308064716163,Indoor
0.027941924607478266,Indoor
0.10493064252886285,Indoor
0.06852184111865355,Indoor
0.10252845503142041,Indoor
0.07985206662598031,Indoor
0.12429768771606332,Indoor
0.16781984649665246,Indoor
0.14382908780872522,Indoor
0.10963634927778286,Indoor
0.1533249823371586,Indoor
0.12119385476751698,Indoor
0.03537217278363882,Indoor
0.09057756386229204,Indoor
0.07769644419199628,Indoor
0.06546544445247429,Indoor
0.09445055752217665,Indoor
0.03452926229301747,Indoor
0.03066332033048607,Indoor
0.09251005868277247,Indoor
0.03915544371208171,Indoor
0.09379036141288714,Indoor
0.09474245490132707,Indoor
0.13165259043729446,Indoor
0.10976291161594613,Indoor
0.07344290351123109,Indoor
0.20329511652580343,Indoor
0.1639950996441357,Indoor
0.05783566637992514,Indoor
0.20867566382796052,Indoor
0.13807654156648044,Indoor
0.13373179475562272,Indoor
0.08911628700187182,Indoor
0.05636416887385102,Indoor
0.06125553726023467,Indoor
0.11648493519438466,Indoor
0.0899393414583407,Indoor
0.07085811541834851,Indoor
0.09325074409714969,Indoor
0.07082196679762642,Indoor
0.15891202030035362,Indoor
0.04022890862713032,Indoor
0.02417858716323185,Indoor
0.02136375789625974,Indoor
0.038321601117646466,Indoor
0.43123346222673853,Indoor
1.3368711986370454,Indoor
2.4330066907391044,Indoor
2.7560496552762337,Indoor
0.8744740101163675,Indoor
0.3063126939721725,Indoor
0.22436404001508345,Indoor
0.21300909121678338,Indoor
0.5335106564046868,Indoor
1.7079221559860853,Indoor
2.240197312945448,Indoor
2.5548913154359405,Indoor
2.7632909515184987,Indoor
1.1069256068130322,Indoor
0.5588737777280657,Indoor
0.07557230965479299,Indoor
0.11769444319151254,Indoor
0.12909157710048363,Indoor
0.22525272037498184,Indoor
0.24673886127166833,Indoor
0.9125743051927331,Indoor
0.5139771286681556,Indoor
0.1996191470609971,Indoor
0.25212735298852457,Indoor
0.057831119035429264,Indoor
0.14636724296539105,Indoor
0.10906214038840423,Indoor
0.019457756189756974,Indoor
0.03600925563143456,Indoor
0.007263656133106573,Indoor
0.04440641186585595,Indoor
0.04135157746485644,Indoor
0.12562269488249841,Indoor
0.13121929544468738,Indoor
0.046661071442477345,Indoor
0.1701219561809995,Indoor
0.17786618345624325,Indoor
0.06175631598217286,Indoor
0.19267175798793126,Indoor
0.07492816350318493,Indoor
0.1597488521531534,Indoor
0.15918028577685112,Indoor
0.12781450116477394,Indoor
0.15810440212938395,Indoor
0.09391779357797742,Indoor
0.11161119767888955,Indoor
0.1453076808361124,Indoor
0.0960418123296828,Indoor
0.05614040470009106,Indoor
0.08321713071387367,Indoor
0.13818533075145875,Indoor
0.12722269309007037,Indoor
0.0830618510344224,Indoor
0.13284589218045073,Indoor
0.10761641689352133,Indoor
0.06612961437964059,Indoor
0.05848157703927096,Indoor
0.10012170677730323,Indoor
0.04455154193740101,Indoor
0.14119982643388782,Indoor
0.08853668774016836,Indoor
0.03634645897965856,Indoor
0.11040911681259341,Indoor
0.12203954703193837,Indoor
0.20917627290419463,Indoor
0.10397583433418668,Indoor
0.18999715633477238,Indoor
0.19364340762238713,Indoor
0.07353066482087578,Indoor
0.0934554984165724,Indoor
0.11987164967284879,Indoor
0.06997672621665012,Indoor
0.06773208135736092,Indoor
0.11048153914156941,Indoor
0.015325459030319318,Indoor
0.09403488961550409,Indoor
0.07416352758930696,Indoor
0.10378976700855477,Indoor
0.08181986225850167,Indoor
0.11503903282364615,Indoor
0.18598561755415408,Indoor
0.09515175101384052,Indoor
0.0704068903588279,Indoor
0.057444076195897094,Indoor
0.14777556156550367,Indoor
0.02689088566782456,Indoor
0.07567312888998447,Indoor
0.08614751490994951,Indoor
0.11715208202996706,Indoor
0.09455888524323931,Indoor
0.031065035690306518,Indoor
0.05443319957121787,Indoor
0.07086779221374145,Indoor
0.07582732975280018,Indoor
0.10740411566676589,Indoor
0.06993234760144884,Indoor
0.09281412055382511,Indoor
0.0747175585321142,Indoor
0.1034841214510709,Indoor
0.031248111122594974,Indoor
0.09253549489448357,Indoor
0.028765030565385236,Indoor
0.06844996366868944,Indoor
0.1313119421187914,Indoor
0.027402232145574527,Indoor
0.11039140909953132,Indoor
